molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_0,11,train,15,490,train,9.22444469934928e-05,1,9.22444469934928e-05,0.09224444699349281,0.00011937084409849973,0.11937084409849973,0.00033795254412649633,0.33795254412649633,0.0004552188265455892,0.4552188265455892
CO,MB2_flip_0,11,test,15,490,train,9.22444469934928e-05,1,0.00010851861479727054,0.10851861479727054,0.00015629041638482992,0.1562904163848299,0.0004923220191624667,0.49232201916246665,0.0006066736216268909,0.6066736216268909
