column_index,train_mean,train_std,constant_mask_actual_lt,constant_mask_requested_le,active,all30_min,all30_max
0,0.03098780829172549,0.0015688420035938112,False,False,True,0.028062287803305663,0.033238250373682776
1,0.037516680645774424,0.000795465725014087,False,False,True,0.035962139238866486,0.038563541971926796
2,1.9999999999999964,2.791646173764847e-15,True,True,False,1.9999999999999891,2.0000000000000018
3,1.9999999999999984,3.0075912366101663e-15,True,True,False,1.999999999999991,2.000000000000004
4,2.0000000000000013,2.031839577982629e-15,True,True,False,1.9999999999999973,2.000000000000005
5,2.000000000000003,2.4937629136492327e-15,True,True,False,2.0000000000000004,2.0000000000000093
