molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa,final_test_evaluation_call_count
CO,MB-1,21,train,15,371,train,0.00026236471811105034,0.00026236471811105034,0.26236471811105033,0.00040106006305581785,0.4010600630558179,0.0012200603822301037,1.2200603822301037,0.001501582363603593,1.501582363603593,1
CO,MB-1,21,test,15,371,train,0.00026236471811105034,0.00022304178311871036,0.22304178311871037,0.0003157152152521199,0.3157152152521199,0.0009420620387313727,0.9420620387313727,0.0012220525493697454,1.2220525493697454,1
