molecule,model,seed,split,count,best_epoch,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
H2O,FG,0,train,15,495,0.0009245614012587838,0.9245614012587837,0.001041135472414077,1.041135472414077,0.0017557469581922017,1.7557469581922016,0.0030965099737368454,3.0965099737368456
H2O,FG,0,test,15,495,0.0013646413810388493,1.3646413810388494,0.002402200148301321,2.402200148301321,0.008383529150007132,8.383529150007133,0.010583085014873886,10.583085014873886
