epoch,train_mae_ha,train_mae_mha
1,0.14977941685370266,149.77941685370266
2,0.07557876159265971,75.5787615926597
3,0.056963985501593546,56.96398550159355
4,0.08902575648553798,89.02575648553798
5,0.03586225053206314,35.86225053206314
6,0.01963645299545094,19.636452995450938
7,0.04627399242708418,46.27399242708418
8,0.04690034172518156,46.90034172518156
9,0.031578217110601006,31.578217110601006
10,0.012178163027776575,12.178163027776575
11,0.00918486418626812,9.18486418626812
12,0.019437710927432704,19.437710927432704
13,0.02454085447809724,24.54085447809724
14,0.02267321148458802,22.67321148458802
15,0.015862137639382445,15.862137639382444
16,0.009428340292368942,9.428340292368942
17,0.008041584757818347,8.041584757818347
18,0.010120838934269304,10.120838934269305
19,0.012222272768174653,12.222272768174653
20,0.012677601014747068,12.677601014747069
21,0.011340833679533481,11.340833679533482
22,0.009315746601138963,9.315746601138963
23,0.008128466021283648,8.128466021283648
24,0.008072029731952412,8.072029731952412
25,0.008628721423483325,8.628721423483325
26,0.009022013884750888,9.022013884750887
27,0.008875806166047414,8.875806166047413
28,0.00838878498593849,8.388784985938491
29,0.007984843421445524,7.984843421445524
30,0.00794430648158425,7.94430648158425
31,0.00813884214426936,8.138842144269361
32,0.008263595242478862,8.263595242478862
33,0.008235437074529095,8.235437074529095
34,0.008070670274273597,8.070670274273597
35,0.007901480191856786,7.901480191856787
36,0.0077887333035204735,7.788733303520473
37,0.00777597860170163,7.77597860170163
38,0.007788394144782168,7.788394144782168
39,0.007773072233727413,7.773072233727413
40,0.007730356166146457,7.730356166146457
41,0.0076559119879295,7.6559119879295
42,0.00766431638884858,7.66431638884858
43,0.007677242845510736,7.677242845510736
44,0.007671600818299396,7.671600818299396
45,0.007658729678369351,7.658729678369351
46,0.007610439601030977,7.6104396010309765
47,0.007548576522775887,7.548576522775887
48,0.00746479735682194,7.46479735682194
49,0.007454165896287603,7.454165896287603
50,0.007416673616711397,7.416673616711397
51,0.007395767304168745,7.395767304168745
52,0.0073506876166964715,7.350687616696471
53,0.007338278491145043,7.338278491145044
54,0.007325305334372514,7.325305334372514
55,0.007299476643393784,7.299476643393784
56,0.007232878057605494,7.232878057605494
57,0.00718455197440585,7.18455197440585
58,0.0071433656453201485,7.143365645320149
59,0.007108375977394476,7.108375977394476
60,0.007081027522740267,7.081027522740267
61,0.007052043580263758,7.052043580263758
62,0.007030454947755651,7.0304549477556515
63,0.006991105498926019,6.991105498926019
64,0.006981040233281272,6.981040233281272
65,0.0069505753108428546,6.950575310842854
66,0.006846724473308184,6.846724473308184
67,0.006791423749359116,6.791423749359116
68,0.006766369318943059,6.766369318943059
69,0.006722653512551594,6.722653512551594
70,0.0066717889466788565,6.6717889466788565
71,0.006619324678558138,6.619324678558137
72,0.006599765335104302,6.599765335104301
73,0.006582644032924412,6.582644032924412
74,0.006532484991837038,6.532484991837038
75,0.0064672350042654925,6.4672350042654925
76,0.006373670319927934,6.373670319927934
77,0.00633583649750347,6.33583649750347
78,0.006308492886076402,6.308492886076402
79,0.006243856868172681,6.243856868172681
80,0.006178373208286266,6.178373208286266
81,0.006137052997005321,6.137052997005321
82,0.006076446314582344,6.076446314582344
83,0.006068268616971256,6.068268616971256
84,0.006063201541459662,6.063201541459661
85,0.005990631432298776,5.990631432298777
86,0.0058770993591762966,5.877099359176297
87,0.005808750763487477,5.808750763487477
88,0.005760347723804958,5.760347723804958
89,0.0057153565787703454,5.715356578770345
90,0.0056932639625418,5.6932639625418
91,0.005682075385025009,5.682075385025009
92,0.005574026906365309,5.574026906365309
93,0.005495116742588942,5.495116742588942
94,0.005451884723538763,5.451884723538764
95,0.005386040347987133,5.386040347987133
96,0.005353212000457658,5.353212000457658
97,0.005286754816800049,5.286754816800049
98,0.005250251631324277,5.250251631324277
99,0.005187164185455784,5.187164185455783
100,0.005138737501551399,5.138737501551399
101,0.005100327446205457,5.1003274462054575
102,0.005003051519042208,5.0030515190422085
103,0.004954088658729311,4.954088658729312
104,0.0049150818813014805,4.9150818813014805
105,0.004826571260662371,4.826571260662371
106,0.004765569074585174,4.765569074585174
107,0.004703090540995012,4.703090540995012
108,0.00469108957653864,4.69108957653864
109,0.004631381955446151,4.631381955446152
110,0.004620603080837138,4.620603080837138
111,0.004581617062264049,4.581617062264049
112,0.00443929871455059,4.43929871455059
113,0.00436303763080609,4.363037630806089
114,0.004306031456946167,4.306031456946167
115,0.004251527088353024,4.251527088353024
116,0.004235120956870477,4.235120956870477
117,0.004264218487098555,4.264218487098555
118,0.004135423316894787,4.135423316894787
119,0.004025403366667524,4.025403366667524
120,0.003948830138998779,3.948830138998779
121,0.00387746189827655,3.87746189827655
122,0.0038641251794506227,3.864125179450623
123,0.0038413468203247407,3.8413468203247407
124,0.0037759538895652182,3.7759538895652183
125,0.0036497804311190246,3.6497804311190247
126,0.003580251446729904,3.580251446729904
127,0.0035216006638461657,3.521600663846166
128,0.003471756275588711,3.471756275588711
129,0.0034916355623407338,3.4916355623407336
130,0.0034605690110251033,3.4605690110251035
131,0.00329823368526605,3.29823368526605
132,0.003213409257538611,3.2134092575386113
133,0.0031547268616555066,3.1547268616555066
134,0.003143031160599099,3.1430311605990986
135,0.003088110982542025,3.088110982542025
136,0.0030066763638001816,3.0066763638001817
137,0.0029275634471071974,2.927563447107197
138,0.0028521119849483616,2.852111984948362
139,0.002812534253197359,2.812534253197359
140,0.0027268523415327484,2.7268523415327484
141,0.0027253805496993927,2.7253805496993926
142,0.0026066109728073864,2.6066109728073865
143,0.0025628141749647745,2.5628141749647746
144,0.002517683089223329,2.517683089223329
145,0.0025161098416754475,2.5161098416754477
146,0.0023820788737786685,2.3820788737786684
147,0.0022939996532544064,2.2939996532544065
148,0.002237693063372041,2.237693063372041
149,0.002216275423212673,2.216275423212673
150,0.002167195805682733,2.167195805682733
151,0.0021050661262559554,2.1050661262559553
152,0.0020095334688179254,2.0095334688179256
153,0.001973463175230339,1.9734631752303389
154,0.0019161387707997283,1.9161387707997282
155,0.001902682582900613,1.9026825829006129
156,0.0017992830117069352,1.7992830117069352
157,0.001736273088577576,1.7362730885775761
158,0.0016981139221225387,1.6981139221225388
159,0.0016753442983846697,1.6753442983846696
