molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_0,3,train,15,491,train,0.0005173053591265177,1,0.0005173053591265177,0.5173053591265178,0.0006271345813210736,0.6271345813210737,0.0013156850147497123,1.3156850147497123,0.001902359017798505,1.902359017798505
CO,MB2_flip_0,3,test,15,491,train,0.0005173053591265177,1,0.0005411886776530095,0.5411886776530095,0.0006641072372252609,0.6641072372252609,0.0015990287569084272,1.5990287569084272,0.0021762546735605848,2.1762546735605848
