molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_01,0,train,15,494,train,0.0002184903578531276,1,0.0002184903578531276,0.2184903578531276,0.000270194752771936,0.270194752771936,0.0006180705883444271,0.6180705883444271,0.0008455702605561777,0.8455702605561777
CO,MB2_flip_01,0,test,15,494,train,0.0002184903578531276,1,0.00022999958819488835,0.22999958819488836,0.00029412191726221166,0.29412191726221165,0.0007494765332328179,0.7494765332328179,0.000974022318251333,0.974022318251333
