molecule,point_index,bond_length_A,q_A,E_RHF_Ha,E_FCI_Ha,E_corr_Ha,E_corr_mHa,display_reference_Ha,display_RHF,display_FCI,display_unit
HF,17,0.9713597755248924,0.015897077091902356,-98.57253003451676,-98.60275435544156,-0.030224320924801873,-30.224320924801873,-98.57284734716004,0.3173126432756135,-29.90700828152626,mHa
HF,18,0.9819578269194941,0.026495128486504038,-98.57198373926502,-98.60312989986062,-0.03114616059559694,-31.14616059559694,-98.57284734716004,0.8636078950132742,-30.282552700583665,mHa
HF,19,0.9925558783140956,0.03709317988110561,-98.57118866158999,-98.60327810731675,-0.03208944572676842,-32.08944572676842,-98.57284734716004,1.6586855700495562,-30.43076015671886,mHa
HF,20,1.0031539297086973,0.04769123127570729,-98.57016012846368,-98.60321454356279,-0.033054415099101675,-33.054415099101675,-98.57284734716004,2.6872186963515787,-30.367196402750096,mHa
HF,21,1.013751981103299,0.05828928267030886,-98.56891265129455,-98.60295394852189,-0.034041297227332734,-34.041297227332734,-98.57284734716004,3.9346958654817854,-30.10660136185095,mHa
HF,22,1.0243500324979005,0.06888733406491043,-98.56745996855416,-98.60251027866025,-0.03505031010608661,-35.05031010608661,-98.57284734716004,5.38737860587446,-29.662931500212153,mHa
HF,23,1.0349480838925023,0.07948538545951223,-98.5658150846609,-98.60189674567727,-0.036081661016368116,-36.081661016368116,-98.57284734716004,7.032262499137687,-29.04939851723043,mHa
HF,24,1.0455461352871038,0.0900834368541138,-98.56399030568157,-98.60112585207521,-0.03713554639364247,-37.13554639364247,-98.57284734716004,8.857041478464112,-28.27850491517836,mHa
HF,25,1.0561441866817054,0.10068148824871537,-98.56199727234646,-98.60020942410321,-0.03821215175675263,-38.21215175675263,-98.57284734716004,10.850074813575361,-27.36207694317727,mHa
HF,26,1.066742238076307,0.11127953964331694,-98.55984699081723,-98.59915864251325,-0.039311651696010586,-39.311651696010586,-98.57284734716004,13.000356342800501,-26.311295353210085,mHa
HF,27,1.0773402894709085,0.12187759103791851,-98.5575498615783,-98.59798407149421,-0.040434209915915176,-40.434209915915176,-98.57284734716004,15.297485581740489,-25.136724334174687,mHa
HF,28,1.0879383408655103,0.1324756424325203,-98.55511570677464,-98.5966956861026,-0.0415799793279632,-41.5799793279632,-98.57284734716004,17.73164038539221,-23.84833894257099,mHa
HF,29,1.098536392260112,0.14307369382712187,-98.55255379626495,-98.59530289845098,-0.042749102186036225,-42.749102186036225,-98.57284734716004,20.293550895090107,-22.45555129094612,mHa
HF,30,1.1091344436547135,0.15367174522172344,-98.54987287261443,-98.5938145828714,-0.043941710256973465,-43.941710256973465,-98.57284734716004,22.974474545605972,-20.967235711367493,mHa
