epoch,train_mae_ha,train_mae_mha,test_mae_ha,test_mae_mha,learning_rate,best_epoch,a,b,c
1,0.10052466175144001,100.52466175144001,0.09935216900379688,99.35216900379689,0.02,1,-0.11714392935169596,0.009397803891025883,0.0625284135333308
2,0.04366090638971059,43.66090638971059,0.04470406490347267,44.70406490347267,0.02,2,-0.14305545580622636,0.03280785724056843,0.05947071734851931
3,0.06540241873545125,65.40241873545125,0.06633671164252668,66.33671164252668,0.02,2,-0.17151256203610937,0.061025936155157084,0.07416466827838605
4,0.010675752009535227,10.675752009535227,0.01142223233914169,11.42223233914169,0.02,4,-0.20453537709547923,0.09448564815835797,0.10171221760802822
5,0.028366724444257432,28.366724444257432,0.027244778756745285,27.244778756745283,0.02,4,-0.23244848305210752,0.1231991112051491,0.12633788227605386
6,0.036592044732736376,36.592044732736376,0.035394663661032166,35.39466366103217,0.02,4,-0.25626077601525366,0.14653380919339065,0.14109456647602053
7,0.026452236992986242,26.452236992986244,0.025246205773808695,25.246205773808693,0.02,4,-0.27906208874095556,0.16776937738547518,0.14797485667785745
8,0.012246651930478837,12.246651930478837,0.011567104106995475,11.567104106995474,0.02,4,-0.30022649088991415,0.18687202842253542,0.15047830480355276
9,0.008876374887375311,8.876374887375311,0.00914823330865736,9.14823330865736,0.02,9,-0.3184813938366161,0.2030566529613942,0.15126745533096936
10,0.01357540092109129,13.57540092109129,0.014555706171857613,14.555706171857613,0.02,9,-0.3332959399142841,0.216305836386813,0.15246153760849906
11,0.01771402359107578,17.71402359107578,0.018818446162240605,18.818446162240605,0.02,9,-0.34491772923937575,0.22721252907410885,0.1552529076949591
12,0.017280607933836345,17.280607933836343,0.01838239263457697,18.382392634576973,0.02,9,-0.35387684119623036,0.23635837476138788,0.1598094858995619
13,0.013027143280337123,13.027143280337123,0.013947665799100293,13.947665799100292,0.02,9,-0.3605252597934936,0.2440726446281844,0.16611785558104694
14,0.009564214712481188,9.564214712481188,0.010098895736591425,10.098895736591425,0.02,9,-0.365572865121918,0.2505024918599121,0.17267130105484854
15,0.008392635280833487,8.392635280833487,0.008510109637426894,8.510109637426895,0.02,15,-0.36938446505703887,0.2557954209322131,0.17899990537214797
16,0.009299382292788688,9.299382292788687,0.009021259219700496,9.021259219700497,0.02,15,-0.3724967375590446,0.2601370647863553,0.18430340011309934
17,0.010574617093142731,10.57461709314273,0.010080875598164573,10.080875598164573,0.02,15,-0.3753509545397614,0.26375358872972127,0.18812780503316578
18,0.011008619601989296,11.008619601989295,0.010505013448609104,10.505013448609104,0.02,15,-0.37814188437554236,0.2668099624751417,0.19047857027580617
