molecule,model,seed,split,count,best_epoch,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB-1,13,test,15,499,0.0006926753780084985,0.6926753780084985,0.0009324042208611799,0.9324042208611799,0.002434483583118513,2.4344835831185128,0.0030773334467190105,3.0773334467190105
CO,MB-1,14,train,15,497,0.0007389024607126963,0.7389024607126964,0.0009488991479555832,0.9488991479555833,0.0023938275561881106,2.3938275561881106,0.0032020756511134396,3.2020756511134394
CO,MB-1,14,test,15,497,0.0008212515659953586,0.8212515659953586,0.001090068318322326,1.090068318322326,0.002763483670274486,2.7634836702744856,0.0035643783265801587,3.564378326580159
CO,MB-1,15,train,15,499,0.0022418947671740646,2.2418947671740646,0.0026634068540063163,2.6634068540063165,0.005624095668116946,5.624095668116946,0.008324234567132327,8.324234567132327
CO,MB-1,15,test,15,499,0.0023577769112398837,2.357776911239884,0.0028701619974328546,2.8701619974328545,0.006182992118024699,6.1829921180247,0.008829483311835251,8.82948331183525
CO,MB-1,16,train,15,467,0.0005925022093895348,0.5925022093895348,0.000724588234339821,0.724588234339821,0.0015716759706097816,1.5716759706097816,0.0022011704301150015,2.2011704301150017
CO,MB-1,16,test,15,467,0.0006164911132838772,0.6164911132838772,0.0007719240734856222,0.7719240734856222,0.0018931896935906467,1.8931896935906467,0.002515692907257616,2.515692907257616
CO,MB-1,17,train,15,499,0.0005184287421817794,0.5184287421817794,0.0006279116428338945,0.6279116428338944,0.001332426015471927,1.332426015471927,0.0019265550685808874,1.9265550685808874
CO,MB-1,17,test,15,499,0.0005450367558974971,0.5450367558974971,0.0006696678784870355,0.6696678784870355,0.0016267343278563717,1.6267343278563717,0.002214669681192327,2.214669681192327
CO,MB-1,18,train,15,469,0.000617143626295244,0.617143626295244,0.0007609830109849887,0.7609830109849887,0.0016728214268665886,1.6728214268665886,0.002302492914603521,2.302492914603521
CO,MB-1,18,test,15,469,0.0006390036081191911,0.6390036081191911,0.0008109312618724235,0.8109312618724235,0.001996948243070451,1.996948243070451,0.0026262241621090032,2.6262241621090032
CO,MB-1,19,train,15,480,0.000569298492285275,0.5692984922852751,0.0006936404366606015,0.6936404366606015,0.0014830604405839942,1.4830604405839942,0.00209978023277263,2.09978023277263
CO,MB-1,19,test,15,480,0.0005924539445318159,0.5924539445318159,0.0007361165881183041,0.7361165881183042,0.0017894984244649637,1.7894984244649637,0.0023984435438885177,2.3984435438885177
CO,MB-1,20,train,15,499,0.0021796944332831544,2.1796944332831543,0.0026617151483003696,2.66171514830037,0.005734591010604084,5.734591010604085,0.008186210384565906,8.186210384565907
CO,MB-1,20,test,15,499,0.002317908314507701,2.3179083145077013,0.002880169223824693,2.880169223824693,0.006259972803746516,6.259972803746516,0.008625440600059986,8.625440600059985
CO,MB-1,21,train,15,371,0.00026236471811105034,0.26236471811105033,0.00040106006305581785,0.4010600630558179,0.0012200603822301037,1.2200603822301037,0.001501582363603593,1.501582363603593
CO,MB-1,21,test,15,371,0.00022304178311871036,0.22304178311871037,0.0003157152152521199,0.3157152152521199,0.0009420620387313727,0.9420620387313727,0.0012220525493697454,1.2220525493697454
CO,MB-1,22,train,15,495,0.0004696702497231614,0.4696702497231614,0.0005655346849146531,0.5655346849146531,0.0011939070680653252,1.1939070680653252,0.0017488203559746784,1.7488203559746784
CO,MB-1,22,test,15,495,0.000494843884151817,0.494843884151817,0.0006042687794992634,0.6042687794992634,0.001462060337869997,1.462060337869997,0.002012096428182536,2.012096428182536
CO,MB-1,23,train,15,493,0.00043256373760178397,0.43256373760178396,0.0006587119032782577,0.6587119032782577,0.001742101974001209,1.742101974001209,0.001967972757569547,1.9679727575695471
CO,MB-1,23,test,15,493,0.0004925069463897868,0.4925069463897868,0.0007591728666118743,0.7591728666118743,0.0019721293318344935,1.9721293318344935,0.002195595595815558,2.195595595815558
CO,MB-1,24,train,15,475,0.0007906984294198394,0.7906984294198394,0.0010053225123961642,1.0053225123961642,0.002371535499145788,2.3715354991457884,0.003094638306294306,3.094638306294306
CO,MB-1,24,test,15,475,0.0008371734307111578,0.8371734307111578,0.001095249930156629,1.095249930156629,0.0027847756960953096,2.7847756960953096,0.003518716175655967,3.518716175655967
CO,MB-1,25,train,15,495,0.0005059506807704783,0.5059506807704783,0.0006134956033416737,0.6134956033416737,0.0012922108984908531,1.2922108984908531,0.001863246323902279,1.863246323902279
CO,MB-1,25,test,15,495,0.0005291420191404494,0.5291420191404494,0.0006503465111694073,0.6503465111694072,0.0015688982255531447,1.5688982255531447,0.0021308075335577936,2.1308075335577934
CO,MB-1,26,train,15,499,0.0006452999723819094,0.6452999723819094,0.000786062085661996,0.786062085661996,0.00164896292528674,1.64896292528674,0.002346219940413924,2.346219940413924
CO,MB-1,26,test,15,499,0.0006678402139322433,0.6678402139322432,0.0008265936696810017,0.8265936696810017,0.0019831468381183437,1.9831468381183437,0.0026758533603618573,2.6758533603618573
CO,MB-1,27,train,15,499,0.000528736476273257,0.5287364762732569,0.0006530135313942519,0.6530135313942519,0.0015259779419262154,1.5259779419262154,0.0020745325721141517,2.0745325721141517
CO,MB-1,27,test,15,499,0.0005549989449898541,0.554998944989854,0.0007159987982608052,0.7159987982608053,0.001828787858032116,1.828787858032116,0.0023755286797194075,2.3755286797194075
CO,MB-1,28,train,15,498,0.002720598391009965,2.720598391009965,0.0032320866784449763,3.2320866784449764,0.006716309844394697,6.716309844394697,0.010115600037311101,10.1156000373111
CO,MB-1,28,test,15,498,0.0028593104340349654,2.8593104340349655,0.0034649887227705943,3.4649887227705944,0.007346273874777487,7.346273874777487,0.010645218968735215,10.645218968735215
CO,MB-1,29,train,15,482,0.0006294834448457465,0.6294834448457465,0.0007653652694079394,0.7653652694079394,0.0016150915153674283,1.6150915153674283,0.0023036636146900324,2.3036636146900324
CO,MB-1,29,test,15,482,0.0006542366107284074,0.6542366107284074,0.0008086787569076149,0.8086787569076149,0.0019485021390013013,1.9485021390013013,0.0026287213388434816,2.628721338843482
CO,MB-1,30,train,15,500,0.0023888950900312457,2.388895090031246,0.0028287783828652275,2.8287783828652273,0.005575409058658498,5.575409058658498,0.00919136297098927,9.19136297098927
CO,MB-1,30,test,15,500,0.0024791655970750983,2.4791655970750983,0.0029776291508028237,2.977629150802824,0.006071481168837961,6.071481168837961,0.00943581369903193,9.43581369903193
CO,MB-1,31,train,15,492,0.00048827762670952126,0.48827762670952124,0.0006023391758517134,0.6023391758517134,0.00141616852720311,1.41616852720311,0.0019323019661838803,1.9323019661838803
CO,MB-1,31,test,15,492,0.0005155368884029899,0.5155368884029898,0.0006636525324757456,0.6636525324757456,0.001704590584531207,1.704590584531207,0.0022164209530636803,2.2164209530636803
