molecule,model,mean,sd,n,median,se,split
ALL,FE,1.4812544261965672,0.40149835190996824,32,1.4195766707141617,0.07097555181769034,train
ALL,FG,1.2442368798443615,0.047796050428768076,32,1.243820811846084,0.008449227843029023,train
ALL,MB-1,1.0023063848285114,1.24395366481307,32,0.5922527660060994,0.21990201796779482,train
ALL,FE,1.5844890790876711,0.3555994566263008,32,1.5425765146796726,0.06286169679167722,test
ALL,FG,1.0131196702465997,0.09616165634861415,32,0.9825317885351107,0.01699913982355887,test
ALL,MB-1,1.046504628012002,1.2727316399663917,32,0.6202251582546217,0.22498929331272777,test
