epoch,train_mae_ha,train_mae_mha,test_mae_ha,test_mae_mha,learning_rate,best_epoch,a,b,c
1,0.09374658775372598,93.74658775372598,0.09240394095766831,92.40394095766831,0.02,1,-0.07616746063693948,0.09115533583048067,0.06508685534758174
2,0.020227327258634572,20.22732725863457,0.02143416134577279,21.43416134577279,0.02,2,-0.11038176798930306,0.12529131843896052,0.09791986810371087
3,0.04896118254967708,48.96118254967708,0.05006401703022692,50.06401703022692,0.02,2,-0.13723346067859213,0.1516621711454534,0.1276800907737663
4,0.021618770402467607,21.618770402467607,0.022761299643950298,22.7612996439503,0.02,2,-0.16403343302829848,0.1769097114280926,0.16229826310486198
5,0.009944001498626015,9.944001498626015,0.009684240795920522,9.684240795920523,0.02,5,-0.1875622645349219,0.19853679125683554,0.1947958841954876
6,0.019791349457250685,19.791349457250686,0.018500608650191763,18.500608650191765,0.02,5,-0.20637516407174802,0.21593285973537088,0.22061269180605972
7,0.023385405155111293,23.385405155111293,0.022061419422460416,22.061419422460418,0.02,5,-0.22085293430105543,0.2301998420424401,0.23924813463934874
8,0.020014993510575518,20.01499351057552,0.01872205596708154,18.72205596708154,0.02,5,-0.2322109404172319,0.24248143744539957,0.25302685346410136
9,0.014156691863681844,14.156691863681845,0.013371616287537318,13.371616287537318,0.02,5,-0.24131159795228002,0.2532664789768065,0.26371464502767256
10,0.01043634090222824,10.43634090222824,0.010196988289669494,10.196988289669493,0.02,5,-0.24868731261908997,0.26265204685213805,0.2723317844820303
11,0.010382769339090166,10.382769339090165,0.01069040847518612,10.69040847518612,0.02,5,-0.25474191538773067,0.2705735140208129,0.27944812124757173
12,0.012440379069722148,12.440379069722148,0.013189279357809206,13.189279357809205,0.02,5,-0.259780332141853,0.27694246806205663,0.2853226924048292
13,0.014172918270003656,14.172918270003656,0.01515370172562275,15.15370172562275,0.02,5,-0.2640200747830744,0.281854428350135,0.2900730879117034
14,0.013933995511746405,13.933995511746405,0.014862092741715722,14.862092741715722,0.02,5,-0.26763296158465383,0.28536818480844345,0.29375594937779825
15,0.012252245734017581,12.252245734017581,0.012950813435828663,12.950813435828664,0.02,5,-0.2707121330656989,0.2877574681343074,0.2965144447179183
16,0.01054239631451024,10.54239631451024,0.01097826320987948,10.978263209879481,0.02,5,-0.2733231589643484,0.2893224061627843,0.2985419541168545
17,0.009908661961722572,9.908661961722572,0.010023176476246396,10.023176476246396,0.02,17,-0.2755165875102125,0.2903785810336936,0.3000761788066016
