molecule,point_index,bond_length_A,q_A,E_RHF_Ha,E_re_Ha,E_RHF_minus_E_re_Ha,E_RHF_relative_mHa
H2S,18,1.3503085713030578,0.021652702461970597,-394.3109858260998,-394.3116300592765,0.0006442331767289033,0.6442331767289033
H2S,19,1.358969652287846,0.030313783446758835,-394.31038321886393,-394.3116300592765,0.0012468404125911547,1.2468404125911547
H2S,20,1.3676307332726343,0.038974864431547074,-394.30959470432333,-394.3116300592765,0.0020353549531932913,2.0353549531932913
H2S,21,1.3762918142574225,0.04763594541633531,-394.3086273788948,-394.3116300592765,0.0030026803817122527,3.0026803817122527
H2S,22,1.3849528952422108,0.05629702640112355,-394.307488088968,-394.3116300592765,0.0041419703085239234,4.1419703085239234
H2S,23,1.393613976226999,0.06495810738591179,-394.3061834401876,-394.3116300592765,0.005446619088900206,5.446619088900206
H2S,24,1.4022750572117875,0.07361918837070025,-394.30471980640914,-394.3116300592765,0.006910252867385225,6.910252867385225
H2S,25,1.4109361381965757,0.08228026935548849,-394.3031033383253,-394.3116300592765,0.008526720951238076,8.526720951238076
H2S,26,1.419597219181364,0.09094135034027673,-394.3013399717787,-394.3116300592765,0.010290087497821787,10.290087497821787
H2S,27,1.4282583001661522,0.09960243132506497,-394.2994354357746,-394.3116300592765,0.01219462350189815,12.19462350189815
H2S,28,1.4369193811509404,0.1082635123098532,-394.2973952601987,-394.3116300592765,0.01423479907782621,14.23479907782621
H2S,29,1.4455804621357287,0.11692459329464144,-394.2952247832567,-394.3116300592765,0.016405276019838766,16.405276019838766
H2S,30,1.454241543120517,0.12558567427942968,-394.29292915863437,-394.3116300592765,0.018700900642159013,18.700900642159013
H2O2,1,1.3066256994935583,-0.08962287963902149,-148.75320277726763,-148.76499662127225,0.011793844004614584,11.793844004614584
H2O2,2,1.3128065877445254,-0.08344199138805442,-148.75487931290513,-148.76499662127225,0.01011730836711422,10.11730836711422
H2O2,3,1.3189874759954923,-0.07726110313708756,-148.7564122090122,-148.76499662127225,0.008584412260034924,8.584412260034924
H2O2,4,1.3251683642464593,-0.07108021488612049,-148.7578055467906,-148.76499662127225,0.007191074481653459,7.191074481653459
H2O2,5,1.3313492524974264,-0.06489932663515341,-148.7590632951023,-148.76499662127225,0.0059333261699521245,5.9333261699521245
H2O2,6,1.3375301407483933,-0.058718438384186555,-148.760189314886,-148.76499662127225,0.004807306386254595,4.807306386254595
H2O2,7,1.3437110289993603,-0.05253755013321948,-148.76118736338313,-148.76499662127225,0.0038092578891166795,3.8092578891166795
H2O2,8,1.3498919172503274,-0.046356661882252403,-148.76206109816977,-148.76499662127225,0.002935523102479465,2.935523102479465
H2O2,9,1.3560728055012943,-0.04017577363128555,-148.76281408100874,-148.76499662127225,0.0021825402635045066,2.1825402635045066
H2O2,10,1.3622536937522614,-0.033994885380318474,-148.76344978152497,-148.76499662127225,0.0015468397472773177,1.5468397472773177
H2O2,11,1.3684345820032284,-0.027813997129351398,-148.7639715807017,-148.76499662127225,0.001025040570539204,1.025040570539204
H2O2,12,1.3746154702541953,-0.021633108878384544,-148.76438277421713,-148.76499662127225,0.0006138470551206865,0.6138470551206865
H2O2,13,1.3807963585051624,-0.015452220627417468,-148.76468657561537,-148.76499662127225,0.0003100456568745358,0.3100456568745358
H2O2,14,1.3869772467561292,-0.009271332376450614,-148.76488611931984,-148.76499662127225,0.00011050195240613903,0.11050195240613903
H2O2,15,1.3931581350070963,-0.003090444125483538,-148.7649844635021,-148.76499662127225,1.215777015772801e-05,0.01215777015772801
H2O2,16,1.3993390232580634,0.003090444125483538,-148.7649845927994,-148.76499662127225,1.2028472838210291e-05,0.012028472838210291
H2O2,17,1.4055199115090304,0.009271332376450614,-148.76488942089583,-148.76499662127225,0.00010720037641931413,0.10720037641931413
H2O2,18,1.4117007997599973,0.015452220627417468,-148.76470179296837,-148.76499662127225,0.0002948283038790578,0.2948283038790578
H2O2,19,1.4178816880109644,0.021633108878384544,-148.7644244880027,-148.76499662127225,0.0005721332695429737,0.5721332695429737
H2O2,20,1.4240625762619312,0.027813997129351398,-148.76406022098593,-148.76499662127225,0.0009364002863208043,0.9364002863208043
H2O2,21,1.4302434645128983,0.033994885380318474,-148.76361164498036,-148.76499662127225,0.0013849762918880515,1.3849762918880515
H2O2,22,1.4364243527638654,0.04017577363128555,-148.76308135308443,-148.76499662127225,0.0019152681878153999,1.9152681878153999
H2O2,23,1.4426052410148322,0.046356661882252403,-148.76247188028213,-148.76499662127225,0.0025247409901112405,2.5247409901112405
H2O2,24,1.4487861292657993,0.05253755013321948,-148.7617857051916,-148.76499662127225,0.003210916080632842,3.210916080632842
H2O2,25,1.4549670175167664,0.058718438384186555,-148.76102525171365,-148.76499662127225,0.003971369558598781,3.9713695585987807
H2O2,26,1.4611479057677332,0.06489932663515341,-148.76019289058587,-148.76499662127225,0.004803730686376184,4.803730686376184
H2O2,27,1.4673287940187003,0.07108021488612049,-148.75929094084802,-148.76499662127225,0.005705680424227921,5.705680424227921
H2O2,28,1.4735096822696674,0.07726110313708756,-148.75832167122314,-148.76499662127225,0.00667495004910279,6.67495004910279
H2O2,29,1.4796905705206342,0.08344199138805442,-148.75728730141557,-148.76499662127225,0.0077093198566728915,7.7093198566728915
H2O2,30,1.4858714587716013,0.08962287963902149,-148.75619000333708,-148.76499662127225,0.00880661793516424,8.80661793516424
