epoch,train_mae_ha,train_mae_mha,test_mae_ha,test_mae_mha,learning_rate,best_epoch,phi0,phi1
1,0.059748664696994455,59.74866469699445,0.058989315409487326,58.989315409487325,0.02,1,0.09870458859313203,0.04428403279007455
2,0.04977675603260257,49.77675603260257,0.04677618821314113,46.77618821314113,0.02,2,0.13027533042709008,0.0754270676118312
3,0.039111318598708214,39.111318598708216,0.038685653864078635,38.68565386407864,0.02,3,0.1537465789341061,0.0985543589870081
4,0.0429520460752983,42.952046075298306,0.04088117568522357,40.881175685223575,0.02,3,0.1696278496443654,0.11685279021560474
5,0.04105736394713889,41.05736394713889,0.03776280763111252,37.762807631112516,0.02,3,0.18328971252373114,0.1363909212088458
6,0.046399564683326226,46.399564683326226,0.04373416180758758,43.73416180758758,0.02,3,0.20029031673388556,0.16038471631727286
7,0.026243774939725992,26.24377493972599,0.02526575478207668,25.26575478207668,0.02,7,0.22100564717452736,0.1883588813524993
8,0.008043964924072172,8.043964924072172,0.007109986131403842,7.109986131403843,0.02,8,0.2399787701018964,0.2132362796238733
9,0.02163320526657037,21.633205266570368,0.02016237468834369,20.162374688343693,0.02,8,0.2556783107533172,0.2340434874725133
10,0.028425355188414138,28.425355188414137,0.02683975192608335,26.839751926083352,0.02,8,0.2679214658464413,0.25214793163217186
11,0.022164351077605504,22.164351077605502,0.020520656297661106,20.520656297661105,0.02,8,0.27665383272673133,0.2683518301031855
12,0.01437658489502722,14.37658489502722,0.013054380590851294,13.054380590851293,0.02,8,0.28455433642832323,0.2850590562034711
13,0.013708592351708192,13.708592351708193,0.013445659832272432,13.445659832272431,0.02,8,0.29214884396017005,0.301015285462792
14,0.01247050213939742,12.47050213939742,0.012600885611542385,12.600885611542385,0.02,8,0.29973029863660844,0.31536708878947634
15,0.014039927985460332,14.039927985460332,0.01330733620976549,13.30733620976549,0.02,8,0.30697462727120617,0.32797836628306337
16,0.010771069626436062,10.771069626436063,0.009795370077344304,9.795370077344304,0.02,8,0.31452156930836467,0.33968516339781174
17,0.011797965532117694,11.797965532117693,0.010593630066325528,10.593630066325527,0.02,8,0.32166843511447707,0.3507380836928662
18,0.011653418948181563,11.653418948181564,0.010951518477212771,10.95151847721277,0.02,8,0.32804158861492816,0.36146279293444866
19,0.01061881522076037,10.61881522076037,0.010093966978825893,10.093966978825893,0.02,8,0.33321474143648505,0.3717103990927591
20,0.007067172221520095,7.067172221520095,0.006974664875517034,6.974664875517034,0.02,20,0.33709940781756326,0.38111768984749494
21,0.003320444878436122,3.3204448784361222,0.003686268379726408,3.6862683797264078,0.02,21,0.34001932123098666,0.3891221181699264
22,0.005070087056243888,5.070087056243888,0.005579019398921522,5.579019398921522,0.02,21,0.3421497876329488,0.3955833598413598
23,0.007703431766817276,7.703431766817276,0.008061538048267246,8.061538048267247,0.02,21,0.3444391806378895,0.4013128329626324
24,0.00816566096128813,8.16566096128813,0.008402775540767569,8.40277554076757,0.02,21,0.3474009821270912,0.40692939601222416
25,0.006878638953656412,6.878638953656412,0.0072954436461809356,7.295443646180936,0.02,21,0.3508487848564536,0.4123287232529457
26,0.0049580801793941255,4.958080179394125,0.005439859299460972,5.439859299460972,0.02,21,0.35451120080536763,0.41753216091310835
27,0.00429795833735105,4.29795833735105,0.00482042435490925,4.82042435490925,0.02,21,0.3576846868493019,0.4219577117909451
28,0.004162784255692426,4.162784255692426,0.004664136259228678,4.664136259228678,0.02,21,0.3601023130073442,0.4254751065218069
29,0.004036723470114702,4.036723470114702,0.00434595703580552,4.34595703580552,0.02,21,0.3617000149740101,0.4281167831742366
30,0.004345246838819374,4.3452468388193735,0.004309037207414668,4.309037207414668,0.02,21,0.3627579445613553,0.43015578112822594
31,0.004594297835603894,4.594297835603894,0.004551646712002683,4.5516467120026824,0.02,21,0.36346085467490324,0.4316277251813883
32,0.004689687725450057,4.6896877254500575,0.004625796527924914,4.625796527924914,0.02,21,0.36405306414344024,0.4326972455475372
33,0.004409824517296551,4.409824517296551,0.004410554847868461,4.410554847868461,0.02,21,0.364629614797456,0.4334142605141775
34,0.004119879648267124,4.119879648267124,0.004159918483244139,4.159918483244138,0.02,21,0.36512390473147593,0.43381325051990427
35,0.0037982828242195546,3.7982828242195548,0.004076987652212238,4.076987652212238,0.02,21,0.3654360343125529,0.43393454374998847
36,0.0035481987632673072,3.5481987632673073,0.003929695813599602,3.929695813599602,0.02,21,0.36531662990366215,0.4337860867402072
37,0.003355144699911139,3.355144699911139,0.0037590617466842723,3.759061746684272,0.02,21,0.36503989937043185,0.4334637146592677
38,0.003279067296129821,3.279067296129821,0.003745491287271137,3.745491287271137,0.02,38,0.36477813644166895,0.43308101616392486
39,0.0032955716913873295,3.2955716913873294,0.0037451591621220377,3.7451591621220377,0.02,38,0.3646122167021343,0.4327517390070985
40,0.0032670832522405063,3.267083252240506,0.003680836282073341,3.680836282073341,0.02,40,0.364605245800907,0.4323802312419052
41,0.0031925226882723997,3.1925226882724,0.0035932288591929836,3.5932288591929837,0.02,41,0.3646787593932542,0.4320427784750837
42,0.0031414430892970726,3.1414430892970726,0.0035563953646519392,3.556395364651939,0.02,42,0.36475919388388406,0.4317898254220595
43,0.0032107376481627574,3.210737648162757,0.003592474162864288,3.592474162864288,0.02,42,0.3648379505500692,0.43149540531769076
44,0.00332990288969614,3.32990288969614,0.0036659201610113007,3.6659201610113006,0.02,42,0.3648358078941235,0.43104967895068996
45,0.0033880488602194576,3.3880488602194574,0.003684692946693017,3.6846929466930174,0.02,42,0.3646946503985786,0.4305120749846816
46,0.0033566122508547885,3.3566122508547886,0.0036677741047267823,3.6677741047267824,0.02,42,0.36446398104337296,0.4299200843783193
47,0.0032902266019578076,3.2902266019578077,0.0036281876133232526,3.6281876133232527,0.02,42,0.3641990992418949,0.4292720549700612
48,0.0032180028704987262,3.2180028704987262,0.003583835640034065,3.583835640034065,0.02,42,0.3639031167257346,0.42858106079000696
49,0.003184649905205104,3.184649905205104,0.00355470436710744,3.55470436710744,0.02,42,0.3636673682542545,0.42798836557877873
50,0.0030947622647873986,3.0947622647873985,0.00347858298883205,3.4785829888320503,0.02,50,0.3633852558960804,0.4273094285036358
51,0.003027244688989572,3.027244688989572,0.003431678484006469,3.431678484006469,0.02,51,0.36312214518880986,0.4267247486541322
52,0.003001651559948602,3.001651559948602,0.003436862877451772,3.436862877451772,0.02,52,0.3628778356933522,0.42605792673437093
53,0.0029789331911155995,2.9789331911155994,0.0034171120009988064,3.4171120009988063,0.02,53,0.3626007647097499,0.4254332296518892
54,0.0029645360782388146,2.9645360782388144,0.0034015150848222134,3.4015150848222135,0.02,54,0.36234574131298214,0.4248953774644784
55,0.002983043458124453,2.9830434581244534,0.0033992496125918406,3.3992496125918406,0.02,54,0.3620433935414129,0.4243116282880978
56,0.0030073495934206424,3.0073495934206425,0.0034307906443298954,3.4307906443298952,0.02,54,0.3617727547016426,0.42378010296044266
57,0.0030277267069377225,3.0277267069377225,0.0034150482384289155,3.4150482384289154,0.02,54,0.36149502118492177,0.4231446548833815
58,0.003084276327309162,3.084276327309162,0.003411699741621534,3.411699741621534,0.02,54,0.36121382470694535,0.42250846209950116
59,0.0030183374366184847,3.0183374366184847,0.0033848193710181254,3.3848193710181254,0.02,54,0.36076889360985176,0.4218296408694157
60,0.002992886274652662,2.992886274652662,0.0033750760667245064,3.3750760667245063,0.02,54,0.36033823193682835,0.42127238140300777
61,0.0029798120056598746,2.9798120056598747,0.003362893660890041,3.362893660890041,0.02,54,0.3599978491444194,0.420701769982151
62,0.002944938277403756,2.944938277403756,0.00334410662470618,3.3441066247061797,0.02,62,0.3597290582537664,0.4201896655585864
63,0.0029538515767852545,2.9538515767852545,0.003343813788680505,3.3438137886805053,0.02,62,0.35948457072844825,0.419740138272801
64,0.003001731080644826,3.001731080644826,0.0033510269859073146,3.3510269859073145,0.02,62,0.3592135148839152,0.4192585604446576
65,0.002993944925562601,2.993944925562601,0.003353887493328513,3.353887493328513,0.02,62,0.35883764741446805,0.41875960770476156
66,0.002954652941849238,2.954652941849238,0.003324781671674696,3.324781671674696,0.02,62,0.35846416732810393,0.41826518541367524
67,0.0029389983580755136,2.9389983580755135,0.003308744106395075,3.308744106395075,0.02,67,0.3580496351889589,0.41776229386954006
68,0.0029577784212682276,2.9577784212682277,0.0033057917675331874,3.3057917675331874,0.02,67,0.3576185227249722,0.41733267262911666
69,0.0029107458746486107,2.910745874648611,0.0032771928188630767,3.277192818863077,0.02,69,0.3573005469993536,0.416949227989444
70,0.0029264838455662708,2.926483845566271,0.003294346266237476,3.294346266237476,0.02,69,0.3570617929215003,0.4166507896691767
71,0.0029426479889015033,2.9426479889015034,0.003301875168156863,3.301875168156863,0.02,69,0.35684538483173256,0.4163915376076323
72,0.002928311943015636,2.928311943015636,0.003325535791096986,3.3255357910969856,0.02,69,0.3565237365633642,0.4159672615824507
73,0.0028564836988080543,2.8564836988080544,0.0032240761569636584,3.2240761569636582,0.02,73,0.3560243580333013,0.4155120667779345
74,0.0028896660184187886,2.889666018418789,0.003244389460621231,3.2443894606212313,0.02,73,0.355552727399832,0.4151795748929126
75,0.0028482801846663446,2.848280184666345,0.003210746120473081,3.210746120473081,0.02,75,0.35514205699959484,0.4147881845429963
76,0.0028909217184577376,2.890921718457738,0.0032328352804289156,3.2328352804289158,0.02,75,0.3548008666671342,0.4145585430009653
77,0.002916510290895811,2.916510290895811,0.00324280274979782,3.24280274979782,0.02,75,0.3544783228756239,0.4142146573608673
78,0.002926135820188425,2.9261358201884247,0.0033014452036191485,3.3014452036191484,0.02,75,0.3541333192364848,0.41384833591705106
79,0.002897713265133933,2.897713265133933,0.003207561565661717,3.207561565661717,0.02,75,0.35358056659632603,0.4134445041782757
80,0.002825764536756366,2.825764536756366,0.0031499096135238548,3.149909613523855,0.02,80,0.353039126749535,0.41298213454122085
81,0.0028322409167415613,2.8322409167415614,0.003144959256107031,3.144959256107031,0.02,80,0.3526336748924973,0.41265757087090166
82,0.0027846600326705035,2.7846600326705033,0.0031085515956575955,3.1085515956575955,0.02,82,0.3521967256291516,0.41232352278920675
83,0.0028237448741035916,2.8237448741035918,0.003137912358014698,3.137912358014698,0.02,82,0.3518864501752789,0.41220787906805767
84,0.0028161087072418045,2.8161087072418045,0.0031278882552657,3.1278882552657,0.02,82,0.3515976614087514,0.4120433258379951
85,0.00282522700311712,2.82522700311712,0.0031532179340264736,3.1532179340264737,0.02,82,0.3512744509522417,0.4118747776529094
86,0.0028506453086978413,2.850645308697841,0.003175761559877834,3.175761559877834,0.02,82,0.350919751051754,0.4117462744104172
87,0.0028171520012834944,2.8171520012834943,0.003126846773445169,3.126846773445169,0.02,82,0.3503946001212663,0.4114738946582646
88,0.0028140382734267036,2.8140382734267035,0.0031222640001758264,3.1222640001758264,0.02,82,0.3500053207327052,0.411289806890805
89,0.0027908790505809466,2.7908790505809464,0.0031419189270218196,3.1419189270218197,0.02,82,0.34969976862926244,0.41105902018334656
90,0.0027951631270708064,2.7951631270708064,0.0031796394204354353,3.1796394204354352,0.02,82,0.34933933487395996,0.4108663151344062
91,0.0027377529208104435,2.7377529208104434,0.0030842773218380617,3.0842773218380617,0.02,91,0.348829381882703,0.4105264601021952
