molecule,run,n_seeds,mean_MAE_mHa,std_MAE_mHa,se_MAE_mHa,mean_RMSE_mHa,std_RMSE_mHa,se_RMSE_mHa
CO,MB-1,32,1.046504628012002,1.2727316399663917,0.22498929331272777,1.2916721083254465,1.483764103052157,0.26229491473733885
CO,MB2,32,0.4569996928264494,0.5597560778982775,0.09895182962306434,0.5781797003488509,0.6802818702664806,0.12025798089592389
CO,MB2_prime,32,0.9553757688831923,1.0222842693865386,0.18071603479588919,1.1874846945433513,1.2018844393830268,0.21246515932258256
