epoch,train_mae_ha,train_mae_mha,test_mae_ha,test_mae_mha,learning_rate,best_epoch,phi0,phi1
1,0.03492470750292775,34.924707502927745,0.03469196262533347,34.691962625333474,0.02,1,0.03268305724498255,0.011052214744859666
2,0.056559617565963984,56.55961756596398,0.05588434170641411,55.88434170641411,0.02,1,0.050071298343580664,-0.001338740563993095
3,0.02924021170249145,29.24021170249145,0.028281709111282097,28.281709111282098,0.02,3,0.04184630219599677,-0.013803838757512267
4,0.02020871210942353,20.20871210942353,0.021645504238940075,21.645504238940074,0.02,4,0.04049581129178875,-0.01730298861481163
5,0.03284837752538704,32.848377525387036,0.03410034391233407,34.10034391233407,0.02,4,0.0419728752693214,-0.02095538820573604
6,0.028117323113542474,28.117323113542472,0.02919605530806783,29.19605530806783,0.02,4,0.04532103528764675,-0.027218157961525144
7,0.008224877111450061,8.224877111450061,0.00824618009310908,8.24618009310908,0.02,7,0.04806402430065193,-0.03442075874512082
8,0.019521973376007504,19.521973376007505,0.018717847138473354,18.717847138473353,0.02,7,0.0502200522532976,-0.040338323810760815
9,0.023611700922030653,23.611700922030654,0.02332010276774567,23.32010276774567,0.02,7,0.056919017693680234,-0.044722455520790114
10,0.01639397163018542,16.393971630185423,0.015150079834962497,15.150079834962497,0.02,7,0.06759036238297993,-0.046535117544587605
11,0.011158763713019505,11.158763713019505,0.010815510611215783,10.815510611215783,0.02,7,0.07832340315641091,-0.04759640639938002
12,0.01986346028234735,19.86346028234735,0.020822452356536757,20.822452356536758,0.02,7,0.08848626430625459,-0.05068364874787939
13,0.017706219900788,17.706219900788,0.018674648820997355,18.674648820997355,0.02,7,0.09849408213522134,-0.05428848233994807
14,0.007428685651829618,7.428685651829618,0.007436158573401447,7.436158573401447,0.02,14,0.10741186022447541,-0.05882657933731447
15,0.009336253170469561,9.336253170469561,0.008260230846025268,8.260230846025268,0.02,14,0.1142812280724689,-0.06252014007992128
16,0.01342583785556872,13.42583785556872,0.012533815514524572,12.533815514524573,0.02,14,0.12076092026408741,-0.06526582553825594
17,0.009096407596576797,9.096407596576798,0.00825088033977665,8.25088033977665,0.02,14,0.1272324772006611,-0.06873596317706201
18,0.006637491749678873,6.6374917496788735,0.0064073296377731015,6.407329637773102,0.02,18,0.13311438610576143,-0.07046601626339279
19,0.009161721405459565,9.161721405459565,0.009944348483421985,9.944348483421985,0.02,18,0.13772883975319625,-0.07225885109770977
20,0.008118006911446879,8.118006911446878,0.008753032739307408,8.753032739307407,0.02,18,0.14102808840604072,-0.0738686629594866
21,0.005700489789847104,5.700489789847104,0.005870472224646779,5.87047222464678,0.02,21,0.14336110627940812,-0.07525739756438415
22,0.007692232022184873,7.692232022184873,0.007117480101322971,7.117480101322971,0.02,21,0.144408018040062,-0.07614757270659861
23,0.007938618427622631,7.9386184276226315,0.007171608452488172,7.171608452488172,0.02,21,0.14503792905913263,-0.07679252427140071
24,0.004969052224139831,4.969052224139831,0.004923044020500605,4.923044020500606,0.02,24,0.14538201948992036,-0.07733169504000859
25,0.0060413956084084935,6.041395608408494,0.005965142789752491,5.965142789752491,0.02,24,0.14502480443916121,-0.0780088672764218
26,0.0073700282741984615,7.370028274198462,0.007492868666824915,7.492868666824915,0.02,24,0.14392525925061866,-0.07848403724025044
27,0.0057109837797556795,5.710983779755679,0.005300396935329149,5.300396935329149,0.02,24,0.14240682130098836,-0.07874486968601621
28,0.005584618357941164,5.584618357941164,0.005121747729327639,5.121747729327639,0.02,24,0.140638837237827,-0.07849470031455126
29,0.00572079965568247,5.72079965568247,0.005048932265984327,5.048932265984328,0.02,24,0.1386685248626,-0.0788094497449228
30,0.005740805278755095,5.740805278755095,0.005223833676257541,5.2238336762575415,0.02,24,0.13685501481995255,-0.0799747037041663
