molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa,final_test_evaluation_call_count
CO,FE_prime,0,train,15,361,train,0.0024562126933174388,0.0024562126933174388,2.456212693317439,0.003594246939773947,3.594246939773947,0.007274257301072978,7.2742573010729785,0.014402230350829742,14.402230350829742,1
CO,FE_prime,0,test,15,361,train,0.0024562126933174388,0.003395092419326858,3.395092419326858,0.004823813287870947,4.823813287870947,0.012386540259280127,12.386540259280126,0.021013634653480606,21.013634653480608,1
CO,FE_prime,1,train,15,454,train,0.00237584352636583,0.00237584352636583,2.37584352636583,0.0035393684272091754,3.539368427209175,0.007300210289746117,7.300210289746118,0.014377450318926926,14.377450318926927,1
CO,FE_prime,1,test,15,454,train,0.00237584352636583,0.0033116703749498924,3.3116703749498924,0.004896583491180568,4.896583491180568,0.012560433533384735,12.560433533384735,0.022546769227650296,22.546769227650294,1
CO,FE_prime,2,train,15,473,train,0.0042319570592463905,0.0042319570592463905,4.23195705924639,0.005474438629548144,5.474438629548144,0.010939456127811498,10.939456127811498,0.01982872466266164,19.82872466266164,1
CO,FE_prime,2,test,15,473,train,0.0042319570592463905,0.005245252885006735,5.245252885006735,0.007026565195709482,7.026565195709482,0.01747220646894687,17.472206468946872,0.027588169736557977,27.588169736557976,1
CO,FE_prime,3,train,15,333,train,0.0023996424660370865,0.0023996424660370865,2.3996424660370868,0.003542770578516905,3.542770578516905,0.0071005469103399,7.1005469103399,0.013928586611318627,13.928586611318627,1
CO,FE_prime,3,test,15,333,train,0.0023996424660370865,0.00345371562963571,3.45371562963571,0.004848365826589286,4.848365826589286,0.012853618132661088,12.853618132661088,0.021957039439478604,21.957039439478603,1
CO,FE_prime,4,train,15,474,train,0.003991198702965254,0.003991198702965254,3.9911987029652543,0.0057292472425237665,5.729247242523766,0.015064251968603115,15.064251968603115,0.022178290652284882,22.178290652284883,1
CO,FE_prime,4,test,15,474,train,0.003991198702965254,0.005401724849877807,5.401724849877807,0.0073438280471573945,7.343828047157395,0.01711109178339454,17.11109178339454,0.03138950609064878,31.389506090648776,1
