model,seed,mae_mHa,molecule,split
FE_prime,0,2.456212693317439,ALL,train
FE_prime,1,2.37584352636583,ALL,train
FE_prime,2,4.23195705924639,ALL,train
FE_prime,3,2.3996424660370868,ALL,train
FE_prime,4,3.9911987029652543,ALL,train
FE_prime,5,3.486083966784559,ALL,train
FE_prime,6,2.171121971099521,ALL,train
FE_prime,7,2.124443056141458,ALL,train
FE_prime,8,4.223947820633436,ALL,train
FE_prime,9,2.384332406779884,ALL,train
FE_prime,10,2.2748746141271963,ALL,train
FE_prime,11,2.426206068622816,ALL,train
FE_prime,12,3.7724270555041777,ALL,train
FE_prime,13,3.9664248839633127,ALL,train
FE_prime,14,2.026728152826727,ALL,train
FE_prime,15,2.438009550090279,ALL,train
FE_prime,16,2.371430578063057,ALL,train
FE_prime,17,2.4300463576245748,ALL,train
FE_prime,18,2.385294732982205,ALL,train
FE_prime,19,2.4328771606511257,ALL,train
FE_prime,20,2.6866737414784567,ALL,train
FE_prime,21,2.588942259914841,ALL,train
FE_prime,22,3.953339594737021,ALL,train
FE_prime,23,2.168538811252831,ALL,train
FE_prime,24,2.3806646726451017,ALL,train
FE_prime,25,2.3745795312560585,ALL,train
FE_prime,26,4.3531844007162,ALL,train
FE_prime,27,3.8976919313550042,ALL,train
FE_prime,28,2.6258890893620492,ALL,train
FE_prime,29,2.36982657434337,ALL,train
FE_prime,30,2.4243939912890347,ALL,train
FE_prime,31,3.6075351956105006,ALL,train
FE_prime,0,3.395092419326858,ALL,test
FE_prime,1,3.3116703749498924,ALL,test
FE_prime,2,5.245252885006735,ALL,test
FE_prime,3,3.45371562963571,ALL,test
FE_prime,4,5.401724849877807,ALL,test
FE_prime,5,4.900400145700164,ALL,test
FE_prime,6,3.2585061816539325,ALL,test
FE_prime,7,3.42928143729845,ALL,test
FE_prime,8,4.95399939732699,ALL,test
FE_prime,9,3.343329633830249,ALL,test
FE_prime,10,3.4480798722964354,ALL,test
FE_prime,11,3.2834165408500167,ALL,test
FE_prime,12,4.365146061344246,ALL,test
FE_prime,13,4.4766019931439915,ALL,test
FE_prime,14,3.413776995240873,ALL,test
FE_prime,15,3.330916232282491,ALL,test
FE_prime,16,3.2783988846215126,ALL,test
FE_prime,17,3.198026813628018,ALL,test
FE_prime,18,3.296078669133895,ALL,test
FE_prime,19,3.8628414382464262,ALL,test
FE_prime,20,3.487669270722939,ALL,test
FE_prime,21,3.6794288488138056,ALL,test
FE_prime,22,4.22647933918984,ALL,test
FE_prime,23,3.336384615426515,ALL,test
FE_prime,24,3.364550111810416,ALL,test
FE_prime,25,3.690777289170653,ALL,test
FE_prime,26,4.927717379350423,ALL,test
FE_prime,27,4.557767168781405,ALL,test
FE_prime,28,2.96320887386455,ALL,test
FE_prime,29,3.3904996349196597,ALL,test
FE_prime,30,3.292102089073057,ALL,test
FE_prime,31,4.70048257211142,ALL,test
