molecule,run,n_seeds,mean_MAE_mHa,std_MAE_mHa,se_MAE_mHa,mean_RMSE_mHa,std_RMSE_mHa,se_RMSE_mHa
CO,FG,32,3.5124670902057815,1.582733064769075,0.279790320726595,4.5659142802863695,1.7921961497634875,0.3168185126785458
CO,FE,32,2.3784951093274582,0.6274096363304867,0.1109114021077682,3.202076045233053,0.8369428994763196,0.14795199992140914
CO,MB-1,32,1.046504628012002,1.2727316399663917,0.22498929331272777,1.2916721083254465,1.483764103052157,0.26229491473733885
