model,seed,mae_mHa,molecule,split
MB2,0,0.23171902457897833,ALL,train
MB2,1,0.08438353156579778,ALL,train
MB2,2,0.050858254887836685,ALL,train
MB2,3,0.4387251277963097,ALL,train
MB2,4,0.2039544262385229,ALL,train
MB2,5,0.3429966785551686,ALL,train
MB2,6,0.058971650603708195,ALL,train
MB2,7,0.3877731323942183,ALL,train
MB2,8,0.4061282192856369,ALL,train
MB2,9,0.35485106170978964,ALL,train
MB2,10,0.23115197758711478,ALL,train
MB2,11,0.3156424559582649,ALL,train
MB2,12,0.15261674756118504,ALL,train
MB2,13,0.09457334628544072,ALL,train
MB2,14,0.6595211264584603,ALL,train
MB2,15,2.2522627523841785,ALL,train
MB2,16,0.5064115368254924,ALL,train
MB2,17,0.4475379278236288,ALL,train
MB2,18,0.6177115709352329,ALL,train
MB2,19,0.06304761932095874,ALL,train
MB2,20,0.0832223120247814,ALL,train
MB2,21,0.17189282907087433,ALL,train
MB2,22,0.09156173626408046,ALL,train
MB2,23,0.4348314228808178,ALL,train
MB2,24,0.7911060711515048,ALL,train
MB2,25,0.417188912379939,ALL,train
MB2,26,0.14569449978256896,ALL,train
MB2,27,0.5208931402830231,ALL,train
MB2,28,0.5506579437128178,ALL,train
MB2,29,0.3424119649409826,ALL,train
MB2,30,2.3862671337469665,ALL,train
MB2,31,0.06357458473094472,ALL,train
MB2_prime,0,0.5859373354254664,ALL,train
MB2_prime,1,0.48867544979230665,ALL,train
MB2_prime,2,0.37547330812649865,ALL,train
MB2_prime,3,0.5328338446501638,ALL,train
MB2_prime,4,0.5885418855396498,ALL,train
MB2_prime,5,0.3708636610699774,ALL,train
MB2_prime,6,0.5766234436848464,ALL,train
MB2_prime,7,5.154042747069831,ALL,train
MB2_prime,8,0.5238346281445594,ALL,train
MB2_prime,9,0.6787134312240289,ALL,train
MB2_prime,10,0.27504271555816584,ALL,train
MB2_prime,11,0.7062026503827737,ALL,train
MB2_prime,12,0.5822478948731908,ALL,train
MB2_prime,13,0.6309668322987627,ALL,train
MB2_prime,14,0.7446364435702549,ALL,train
MB2_prime,15,2.2646055009691244,ALL,train
MB2_prime,16,0.5934620320150833,ALL,train
MB2_prime,17,0.5175345537589674,ALL,train
MB2_prime,18,0.6177475442855008,ALL,train
MB2_prime,19,0.5683396080919759,ALL,train
MB2_prime,20,1.9210346337928859,ALL,train
MB2_prime,21,0.26259529177230695,ALL,train
MB2_prime,22,0.469454440599366,ALL,train
MB2_prime,23,0.43220876690511967,ALL,train
MB2_prime,24,0.7946236862514425,ALL,train
MB2_prime,25,0.5058109425924218,ALL,train
MB2_prime,26,0.644444512278558,ALL,train
MB2_prime,27,0.531223068649958,ALL,train
MB2_prime,28,2.722459808915247,ALL,train
MB2_prime,29,0.6263493730259436,ALL,train
MB2_prime,30,2.3806270253479718,ALL,train
MB2_prime,31,0.49079988060216356,ALL,train
MB2,0,0.24250730114520427,ALL,test
MB2,1,0.0983661407688722,ALL,test
MB2,2,0.060867183924825,ALL,test
MB2,3,0.45779989953962563,ALL,test
MB2,4,0.21614089399812353,ALL,test
MB2,5,0.36398888922415384,ALL,test
MB2,6,0.06126320650958749,ALL,test
MB2,7,0.4081059907680503,ALL,test
MB2,8,0.41044845185905043,ALL,test
MB2,9,0.36439955272327496,ALL,test
MB2,10,0.241499596521616,ALL,test
MB2,11,0.31052129333745315,ALL,test
MB2,12,0.16724324020488032,ALL,test
MB2,13,0.10616069412238693,ALL,test
MB2,14,0.7490093515857258,ALL,test
MB2,15,2.3862718902444233,ALL,test
MB2,16,0.5289975169647316,ALL,test
MB2,17,0.47273399655823334,ALL,test
MB2,18,0.6395769714952241,ALL,test
MB2,19,0.07586906124193252,ALL,test
MB2,20,0.07141605819087257,ALL,test
MB2,21,0.14229573031290058,ALL,test
MB2,22,0.08119528121056467,ALL,test
MB2,23,0.49630499412400464,ALL,test
MB2,24,0.8260190985079333,ALL,test
MB2,25,0.4348886058978041,ALL,test
MB2,26,0.15793113632578404,ALL,test
MB2,27,0.5466692669730062,ALL,test
MB2,28,0.6012820655298642,ALL,test
MB2,29,0.3569239611473429,ALL,test
MB2,30,2.4756368584185062,ALL,test
MB2,31,0.07165599107042397,ALL,test
MB2_prime,0,0.6118300818028185,ALL,test
MB2_prime,1,0.5088369484853916,ALL,test
MB2_prime,2,0.4109801037862089,ALL,test
MB2_prime,3,0.556045669767243,ALL,test
MB2_prime,4,0.6113970461301022,ALL,test
MB2_prime,5,0.39090507048757384,ALL,test
MB2_prime,6,0.6011551071300766,ALL,test
MB2_prime,7,5.289010339531956,ALL,test
MB2_prime,8,0.5469838625697147,ALL,test
MB2_prime,9,0.6997263103700172,ALL,test
MB2_prime,10,0.30523848293193545,ALL,test
MB2_prime,11,0.7819295738051272,ALL,test
MB2_prime,12,0.608587581912127,ALL,test
MB2_prime,13,0.6930346224502781,ALL,test
MB2_prime,14,0.828692658622541,ALL,test
MB2_prime,15,2.379943955137516,ALL,test
MB2_prime,16,0.6168292871693626,ALL,test
MB2_prime,17,0.5442366811837259,ALL,test
MB2_prime,18,0.639618054736681,ALL,test
MB2_prime,19,0.5916295709050242,ALL,test
MB2_prime,20,2.0635035034155758,ALL,test
MB2_prime,21,0.2228983855842137,ALL,test
MB2_prime,22,0.4946867946605389,ALL,test
MB2_prime,23,0.4916020097881983,ALL,test
MB2_prime,24,0.8277981234537916,ALL,test
MB2_prime,25,0.529062202379497,ALL,test
MB2_prime,26,0.6670323643615379,ALL,test
MB2_prime,27,0.557445205009599,ALL,test
MB2_prime,28,2.8616313601149024,ALL,test
MB2_prime,29,0.6509390666185055,ALL,test
MB2_prime,30,2.470870594461155,ALL,test
MB2_prime,31,0.517943985499214,ALL,test
