molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa,final_test_evaluation_call_count
CO,MB2_prime,21,test,15,371,train,0.00026259529177230696,0.00022289838558421372,0.2228983855842137,0.00031630085332287193,0.31630085332287194,0.0009446903654811156,0.9446903654811156,0.0012241024878388018,1.2241024878388018,1
CO,MB2_prime,22,train,15,495,train,0.000469454440599366,0.000469454440599366,0.469454440599366,0.0005654681080032296,0.5654681080032296,0.0011940675794724076,1.1940675794724076,0.0017483336342039302,1.7483336342039302,1
CO,MB2_prime,22,test,15,495,train,0.000469454440599366,0.0004946867946605389,0.4946867946605389,0.0006041941168840816,0.6041941168840815,0.0014621627715562524,1.4621627715562524,0.002011563072537914,2.011563072537914,1
CO,MB2_prime,23,train,15,493,train,0.00043220876690511966,0.00043220876690511966,0.43220876690511967,0.0006557117511115968,0.6557117511115967,0.0017355519360748306,1.7355519360748306,0.001968464241990986,1.968464241990986,1
CO,MB2_prime,23,test,15,493,train,0.00043220876690511966,0.0004916020097881983,0.4916020097881983,0.0007560634084160238,0.7560634084160238,0.001965624597390303,1.965624597390303,0.0021961391280629905,2.1961391280629905,1
CO,MB2_prime,24,train,15,493,train,0.0007946236862514426,0.0007946236862514426,0.7946236862514425,0.0009803238546219285,0.9803238546219285,0.0022489240634622487,2.2489240634622485,0.003042052939720652,3.042052939720652,1
CO,MB2_prime,24,test,15,493,train,0.0007946236862514426,0.0008277981234537916,0.8277981234537916,0.001060959556317648,1.060959556317648,0.0026595717044416434,2.6595717044416434,0.00346598598284914,3.46598598284914,1
CO,MB2_prime,25,train,15,495,train,0.0005058109425924217,0.0005058109425924217,0.5058109425924218,0.0006132748009314816,0.6132748009314817,0.0012913430879529786,1.2913430879529786,0.0018628096098147195,1.8628096098147195,1
CO,MB2_prime,25,test,15,495,train,0.0005058109425924217,0.000529062202379497,0.529062202379497,0.0006500885846603371,0.6500885846603371,0.001567902564066248,1.567902564066248,0.0021302749420922806,2.1302749420922806,1
CO,MB2_prime,26,train,15,499,train,0.000644444512278558,0.000644444512278558,0.644444512278558,0.0007862632257537722,0.7862632257537722,0.0016522022778880374,1.6522022778880374,0.002344748004612568,2.344748004612568,1
CO,MB2_prime,26,test,15,499,train,0.000644444512278558,0.0006670323643615379,0.6670323643615379,0.0008269275640069024,0.8269275640069024,0.0019862888388190447,1.9862888388190447,0.002674249835992848,2.674249835992848,1
CO,MB2_prime,27,train,15,499,train,0.000531223068649958,0.000531223068649958,0.531223068649958,0.0006561751422918253,0.6561751422918253,0.0015373342578045013,1.5373342578045013,0.0020878530654940552,2.0878530654940555,1
CO,MB2_prime,27,test,15,499,train,0.000531223068649958,0.0005574452050095991,0.557445205009599,0.000720168142553735,0.720168142553735,0.0018414097498224424,1.8414097498224424,0.002390635320469292,2.390635320469292,1
CO,MB2_prime,28,train,15,498,train,0.002722459808915247,0.002722459808915247,2.722459808915247,0.0032349705866685633,3.234970586668563,0.006723361295155994,6.7233612951559945,0.010124013931177345,10.124013931177345,1
CO,MB2_prime,28,test,15,498,train,0.002722459808915247,0.002861631360114902,2.8616313601149024,0.003468171413297312,3.4681714132973123,0.0073535645523540305,7.3535645523540305,0.010653368677006197,10.653368677006197,1
CO,MB2_prime,29,train,15,489,train,0.0006263493730259436,0.0006263493730259436,0.6263493730259436,0.0007625386738197887,0.7625386738197887,0.0016206177573051261,1.6206177573051261,0.002300045678414936,2.3000456784149357,1
CO,MB2_prime,29,test,15,489,train,0.0006263493730259436,0.0006509390666185055,0.6509390666185055,0.000807274351262804,0.807274351262804,0.0019533400802757006,1.9533400802757006,0.002624803978058615,2.6248039780586154,1
CO,MB2_prime,30,train,15,500,train,0.0023806270253479717,0.0023806270253479717,2.3806270253479718,0.0028193290403244332,2.8193290403244333,0.005559187260068099,5.559187260068099,0.00916096499146235,9.16096499146235,1
