molecule,model,mean,sd,n,median,se,split
ALL,MB2,0.4343793974914133,0.5328651443376781,32,0.3427043217480756,0.09419813925478014,train
ALL,MB2_prime,0.911186154414516,0.9892498788357439,32,0.5840926151493286,0.17487632440318124,train
ALL,MB2,0.4569996928264494,0.5597560778982774,32,0.3604564251857484,0.09895182962306431,test
ALL,MB2_prime,0.9553757688831922,1.0222842693865388,32,0.6099923140211145,0.1807160347958892,test
