molecule,model,seed,split,count,best_epoch,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
H2O,MB-1,0,train,15,497,0.0006717989261668509,0.6717989261668509,0.0008125214292823912,0.8125214292823911,0.001792579892924001,1.792579892924001,0.0025310203901987016,2.5310203901987016
H2O,MB-1,0,test,15,497,0.0007048034445505928,0.7048034445505927,0.0008833344787736807,0.8833344787736807,0.0022148285046692806,2.2148285046692804,0.0029622930555427626,2.9622930555427627
