Molecule,MB-1 MAE mean,MB-1 MAE SD,MB-1' MAE mean,MB-1' MAE SD,ΔMAE
CO,1.046504628012002,1.2727316399663917,2.0553698555349325,2.5263706589914787,1.0088652275229304
