epoch,train_mae_ha,train_mae_mha
1,0.14320595236355257,143.20595236355257
2,0.0729486660759159,72.9486660759159
3,0.029693987454896074,29.693987454896074
4,0.06908441770712889,69.08441770712889
5,0.05484760031802363,54.84760031802363
6,0.023809689119629957,23.809689119629958
7,0.009576099520938307,9.576099520938307
8,0.02014150077880916,20.14150077880916
9,0.028165948659464736,28.165948659464735
10,0.02885734156252625,28.857341562526248
11,0.024375747299376787,24.375747299376787
12,0.016724438207431146,16.724438207431145
13,0.010954430323537144,10.954430323537144
14,0.009675253288061035,9.675253288061034
15,0.011527775371767753,11.527775371767753
16,0.013712456134713554,13.712456134713554
17,0.01452161982891246,14.521619828912462
18,0.013460734369253158,13.460734369253158
19,0.01158222093705429,11.582220937054291
20,0.010044422626764943,10.044422626764943
21,0.009535467880908944,9.535467880908943
22,0.009870270820156875,9.870270820156875
23,0.010396383646812129,10.39638364681213
24,0.010673642831555632,10.673642831555632
25,0.010397846951265954,10.397846951265954
26,0.009934185513952318,9.934185513952318
27,0.009565156465213774,9.565156465213773
28,0.00943656821153164,9.436568211531641
29,0.009522756437631763,9.522756437631763
30,0.009582803065933529,9.582803065933529
31,0.009631347386438753,9.631347386438753
32,0.009620968981315705,9.620968981315704
33,0.009486746610858006,9.486746610858006
34,0.009392689609491375,9.392689609491375
35,0.009367465749565413,9.367465749565413
36,0.009428345661683515,9.428345661683515
37,0.009428367882187727,9.428367882187727
38,0.00941982252976973,9.41982252976973
39,0.009377819891874131,9.37781989187413
40,0.009328438379792218,9.328438379792217
41,0.009252632151882776,9.252632151882775
42,0.00926215196407922,9.262151964079221
43,0.00927734004649017,9.277340046490169
44,0.009244166223371939,9.24416622337194
45,0.009213453928772307,9.213453928772307
46,0.009176167764819915,9.176167764819915
47,0.009141921807278987,9.141921807278987
48,0.009172126806646586,9.172126806646585
49,0.009158517630142811,9.15851763014281
50,0.00914516166583062,9.14516166583062
51,0.009134175744024677,9.134175744024677
52,0.009086075630031809,9.086075630031809
53,0.009038643341135001,9.038643341135002
54,0.00903540607923113,9.03540607923113
55,0.009022253817611988,9.022253817611988
56,0.008996441257477611,8.996441257477612
57,0.008975340099226155,8.975340099226155
58,0.00894929373867035,8.949293738670349
59,0.008947836227531147,8.947836227531148
60,0.008941212313922952,8.941212313922952
61,0.008914339886794893,8.914339886794894
62,0.00889033120524496,8.89033120524496
63,0.008882471979328779,8.882471979328779
64,0.008838640584234421,8.83864058423442
65,0.008821710512500905,8.821710512500905
66,0.008798209128765102,8.798209128765102
67,0.008770965612039133,8.770965612039133
68,0.008754471400006533,8.754471400006533
69,0.008727883638941595,8.727883638941595
70,0.008718452372223916,8.718452372223917
71,0.008732507393375695,8.732507393375695
72,0.008697278675381297,8.697278675381297
73,0.00866387871124826,8.663878711248259
74,0.008625933557844644,8.625933557844645
75,0.008616273889191596,8.616273889191596
76,0.008583274841094083,8.583274841094083
77,0.008584270971689794,8.584270971689794
78,0.008577157482590103,8.577157482590103
79,0.008549587572097256,8.549587572097256
80,0.008528231518237476,8.528231518237476
81,0.008496820040967561,8.496820040967561
82,0.008477044440546975,8.477044440546976
83,0.008449087849725466,8.449087849725466
84,0.008420230855597151,8.42023085559715
85,0.0084116402046133,8.4116402046133
86,0.00838210854733127,8.38210854733127
87,0.00837892805906184,8.37892805906184
88,0.008390196279932054,8.390196279932054
89,0.008362353160788002,8.362353160788002
90,0.008337233892256548,8.337233892256547
91,0.008328618610745332,8.328618610745332
92,0.008309387338917265,8.309387338917265
93,0.008307850750208066,8.307850750208067
94,0.008286932007209775,8.286932007209774
95,0.00825263582398491,8.252635823984908
96,0.008213722299695183,8.213722299695183
97,0.008180380951182066,8.180380951182066
98,0.008177547748921928,8.177547748921928
99,0.008169058939719052,8.169058939719053
100,0.00816395454036674,8.16395454036674
101,0.00813322684836162,8.13322684836162
102,0.008104076342557913,8.104076342557912
103,0.008086726006542798,8.086726006542799
104,0.008099236778843232,8.099236778843233
105,0.008083473186526444,8.083473186526444
106,0.008049415225578345,8.049415225578345
107,0.00804848192218326,8.04848192218326
108,0.008030532733961353,8.030532733961353
109,0.00805368114750854,8.05368114750854
110,0.008014886625060814,8.014886625060814
111,0.00799296340874418,7.992963408744179
112,0.007970076618346514,7.970076618346514
113,0.007948295438416445,7.948295438416445
114,0.007933249228039037,7.933249228039037
115,0.007907724051215386,7.907724051215386
116,0.007895007369879223,7.895007369879224
117,0.007891904732194035,7.8919047321940345
118,0.00790400194679332,7.90400194679332
119,0.007898050342942718,7.898050342942718
120,0.007883851788966072,7.883851788966072
121,0.007872292384137834,7.872292384137834
122,0.00785833384521638,7.85833384521638
123,0.0078106709882907665,7.810670988290767
124,0.007826426561621809,7.826426561621809
125,0.007824609801644346,7.824609801644346
