molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa,final_test_evaluation_call_count
CO,MB-1,28,train,15,498,train,0.002720598391009965,0.002720598391009965,2.720598391009965,0.0032320866784449763,3.2320866784449764,0.006716309844394697,6.716309844394697,0.010115600037311101,10.1156000373111,1
CO,MB-1,28,test,15,498,train,0.002720598391009965,0.0028593104340349654,2.8593104340349655,0.0034649887227705943,3.4649887227705944,0.007346273874777487,7.346273874777487,0.010645218968735215,10.645218968735215,1
