epoch,train_mae_ha,train_mae_mha,test_mae_ha,test_mae_mha,learning_rate,best_epoch,phi0,phi1
1,0.031470859920613554,31.470859920613556,0.03345810481466298,33.45810481466298,0.02,1,0.1134067804011579,-0.054012036353170007
2,0.03367567774084187,33.67567774084187,0.03337949073869036,33.37949073869036,0.02,1,0.14676657335997667,-0.08803435111625714
3,0.019714488768107042,19.714488768107042,0.021643776804553667,21.643776804553667,0.02,3,0.1803581520633921,-0.12362684891027899
4,0.03612469686724486,36.12469686724486,0.03596123545410979,35.96123545410979,0.02,3,0.21381220577887414,-0.16059797272188553
5,0.015147821981089665,15.147821981089665,0.01609344945155508,16.09344945155508,0.02,5,0.24849452821359141,-0.1970904321853622
6,0.024467287065908026,24.467287065908025,0.02504606489124268,25.04606489124268,0.02,5,0.28176762933813676,-0.2312973010283485
7,0.00825997792439862,8.25997792439862,0.008205154463032471,8.205154463032471,0.02,7,0.31754252231982993,-0.26615772098882234
8,0.016350982077001044,16.350982077001046,0.01673228331991195,16.73228331991195,0.02,7,0.3510117110951174,-0.29891588759505705
9,0.013719235933341093,13.719235933341093,0.014391576034778277,14.391576034778277,0.02,7,0.3780528801006612,-0.32915071448055633
10,0.008004693369387183,8.004693369387182,0.00817770495141865,8.177704951418649,0.02,10,0.3983573746319211,-0.3554022655184888
11,0.01480153211991286,14.80153211991286,0.014375945013271638,14.375945013271638,0.02,10,0.41655637278102553,-0.37826196991696487
12,0.013004702223242336,13.004702223242337,0.013046827978492777,13.046827978492777,0.02,10,0.43693287704392836,-0.4001525709491621
13,0.007796766500326075,7.796766500326075,0.00841492355728544,8.414923557285439,0.02,13,0.4586166910204073,-0.421230141285173
14,0.009649028354678651,9.649028354678652,0.010592260530168979,10.592260530168979,0.02,13,0.4760922047901502,-0.43786688406183766
15,0.008267203285177297,8.267203285177297,0.00897755159252703,8.97755159252703,0.02,13,0.4877279193260831,-0.4501422669691898
16,0.005938901986142294,5.938901986142294,0.006116990231598259,6.116990231598259,0.02,16,0.4951781253694688,-0.45948864124350713
17,0.007559526790456419,7.5595267904564185,0.007381005649959437,7.381005649959437,0.02,16,0.5015263612924935,-0.46743589291162707
18,0.007021028858261961,7.021028858261961,0.0067663680496477,6.7663680496477,0.02,16,0.5088134405000773,-0.4757050019691407
19,0.004042102428538499,4.042102428538499,0.003935309717593397,3.935309717593397,0.02,19,0.5172603424355031,-0.484516547902377
20,0.004376682176076622,4.3766821760766215,0.00435057698632565,4.35057698632565,0.02,19,0.524630429556469,-0.492762051512614
