molecule,model,seed,split,count,best_epoch,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
H2O,FE,0,train,15,348,0.0015156554922048926,1.5156554922048926,0.0018702689843814416,1.8702689843814415,0.004174510936047281,4.17451093604728,0.007480188039789996,7.480188039789996
H2O,FE,0,test,15,348,0.0017174264391256295,1.7174264391256295,0.0025621502626168515,2.5621502626168513,0.008302383407624181,8.30238340762418,0.011272001389575688,11.272001389575689
