molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_0123,10,train,15,500,train,8.497553753388972e-05,1,8.497553753388972e-05,0.08497553753388971,0.00010465588901577455,0.10465588901577455,0.0002635602703331408,0.2635602703331408,0.0003944683231816015,0.3944683231816015
CO,MB2_flip_0123,10,test,15,500,train,8.497553753388972e-05,1,9.851750783584726e-05,0.09851750783584726,0.00012774930226389997,0.12774930226389997,0.0003563172839228246,0.3563172839228246,0.0004856666489530259,0.4856666489530259
