molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_01234,8,train,15,489,train,0.00039241983054379793,1,0.00039241983054379793,0.3924198305437979,0.0004772471309985655,0.47724713099856547,0.0009518690580106737,0.9518690580106737,0.0013745531826369894,1.3745531826369894
CO,MB2_flip_01234,8,test,15,489,train,0.00039241983054379793,1,0.0004030968167898959,0.4030968167898959,0.0004953404092858197,0.4953404092858197,0.0011608854911405175,1.1608854911405175,0.0015814146044200172,1.5814146044200172
