molecule,geom_index,bond_length_angstrom,E_RHF_Ha,E_FCI_frozen_core_Ha,E_corr_Ha,E_corr_mHa,E_corr_over_1p6_mHa,RHF_within_1p6_mHa_of_FCI
H2S,5,1.2463755994855987,-394.3007468281203,-394.3366069410724,-0.03586011295209346,-35.86011295209346,-22.412570595058412,False
H2S,6,1.255036680470387,-394.3030339430951,-394.33946747975983,-0.03643353666473104,-36.43353666473104,-22.770960415456898,False
H2S,7,1.2636977614551752,-394.3050265955801,-394.3420455166959,-0.03701892111581628,-37.01892111581628,-23.136825697385177,False
H2S,8,1.2723588424399637,-394.30673574710033,-394.34435214561995,-0.03761639851961718,-37.61639851961718,-23.510249074760736,False
H2S,9,1.281019923424752,-394.30817196654687,-394.3463980691869,-0.03822610264001014,-38.22610264001014,-23.891314150006338,False
H2S,10,1.2896810044095401,-394.3093454446059,-394.34819361331694,-0.03884816871101293,-38.84816871101293,-24.280105444383082,False
H2S,11,1.2983420853943284,-394.3102660076686,-394.3497487410276,-0.03948273335902286,-39.48273335902286,-24.676708349389287,False
H2S,12,1.3070031663791166,-394.3109431312353,-394.3510730657581,-0.04012993452278124,-40.12993452278124,-25.081209076738276,False
H2S,13,1.3156642473639049,-394.3113859528365,-394.3521758642066,-0.0407899113700978,-40.7899113700978,-25.493694606311124,False
H2S,14,1.324325328348693,-394.31160328448027,-394.35306608869945,-0.04146280421917936,-41.46280421917936,-25.9142526369871,False
H2S,15,1.3329864093334813,-394.3116036246654,-394.3537523791152,-0.04214875444978361,-42.14875444978361,-26.342971531114756,False
H2S,16,1.3416474903182696,-394.31139516994807,-394.35424307436733,-0.04284790441926134,-42.84790441926134,-26.779940262038338,False
H2S,17,1.3503085713030578,-394.3109858260998,-394.35454622347993,-0.04356039738013351,-43.56039738013351,-27.225248362583443,False
H2S,18,1.358969652287846,-394.31038321886393,-394.3546695962522,-0.04428637738828911,-44.28637738828911,-27.678985867680694,False
H2S,19,1.3676307332726343,-394.30959470432333,-394.3546206935374,-0.045025989214082074,-45.025989214082074,-28.141243258801296,False
H2S,20,1.3762918142574225,-394.3086273788948,-394.3544067571519,-0.04577937825706613,-45.77937825706613,-28.61211141066633,False
H2S,21,1.3849528952422108,-394.307488088968,-394.3540347794158,-0.04654669044782622,-46.54669044782622,-29.09168152989139,False
H2S,22,1.393613976226999,-394.3061834401876,-394.35351151235005,-0.04732807216242918,-47.32807216242918,-29.580045101518238,False
H2S,23,1.4022750572117875,-394.30471980640914,-394.3528434765343,-0.04812367012516461,-48.12367012516461,-30.07729382822788,False
H2S,24,1.4109361381965757,-394.3031033383253,-394.35203696963896,-0.04893363131367323,-48.93363131367323,-30.58351957104577,False
H2S,25,1.419597219181364,-394.3013399717787,-394.3510980746441,-0.049758102865382625,-49.758102865382625,-31.09881429086414,False
H2S,26,1.4282583001661522,-394.2994354357746,-394.35003266775306,-0.050597231978429136,-50.597231978429136,-31.62326998651821,False
H2S,27,1.4369193811509404,-394.2973952601987,-394.3488464260165,-0.0514511658178094,-51.4511658178094,-32.15697863613087,False
H2S,28,1.4455804621357287,-394.2952247832567,-394.3475448346659,-0.05232005140919682,-52.32005140919682,-32.70003213074801,False
H2S,29,1.454241543120517,-394.29292915863437,-394.34613319417804,-0.053204035543672035,-53.204035543672035,-33.25252221479502,False
H2O2,0,1.3066256994935583,-148.75320277726763,-148.8497351898372,-0.0965324125695588,-96.5324125695588,-60.33275785597425,False
H2O2,1,1.3128065877445254,-148.75487931290513,-148.85201119930827,-0.0971318864031332,-97.1318864031332,-60.707429001958246,False
H2O2,2,1.3189874759954923,-148.7564122090122,-148.85415390707945,-0.09774169806723876,-97.74169806723876,-61.088561292024224,False
H2O2,3,1.3251683642464593,-148.7578055467906,-148.85616741897823,-0.09836187218763826,-98.36187218763826,-61.47617011727391,False
H2O2,4,1.3313492524974264,-148.7590632951023,-148.85805572993257,-0.09899243483027931,-98.99243483027931,-61.87027176892457,False
H2O2,5,1.3375301407483933,-148.760189314886,-148.85982272827852,-0.09963341339252452,-99.63341339252452,-62.27088337032782,False
H2O2,6,1.3437110289993603,-148.76118736338313,-148.86147219987993,-0.10028483649679742,-100.28483649679742,-62.67802281049839,False
H2O2,7,1.3498919172503274,-148.76206109816977,-148.8630078320489,-0.10094673387914099,-100.946733879141,-63.09170867446312,False
H2O2,8,1.3560728055012943,-148.76281408100874,-148.86443321729246,-0.10161913628371622,-101.61913628371622,-63.511960177322635,False
H2O2,9,1.3622536937522614,-148.76344978152497,-148.8657518568778,-0.10230207535283853,-102.30207535283853,-63.93879709552408,False
H2O2,10,1.3684345820032284,-148.7639715807017,-148.8669671642191,-0.1029955835173837,-102.9955835173837,-64.37223969836481,False
H2O2,11,1.3746154702541953,-148.76438277421713,-148.8680824681015,-0.10369969388437994,-103.69969388437994,-64.81230867773746,False
H2O2,12,1.3807963585051624,-148.76468657561537,-148.86910101574028,-0.10441444012491274,-104.41444012491274,-65.25902507807047,False
H2O2,13,1.3869772467561292,-148.76488611931984,-148.87002597568005,-0.10513985636021062,-105.13985636021062,-65.71241022513163,False
H2O2,14,1.3931581350070963,-148.7649844635021,-148.87086044054294,-0.10587597704085283,-105.87597704085283,-66.17248565053302,False
H2O2,15,1.3993390232580634,-148.7649845927994,-148.87160742963027,-0.10662283683086571,-106.62283683086571,-66.63927301929107,False
H2O2,16,1.4055199115090304,-148.76488942089583,-148.87226989137764,-0.10738047048181443,-107.38047048181443,-67.11279405113402,False
H2O2,17,1.4117007997599973,-148.76470179296837,-148.87285070567702,-0.10814891270865701,-108.14891270865701,-67.59307044291063,False
H2O2,18,1.4178816880109644,-148.7644244880027,-148.87335268606412,-0.10892819806142029,-108.92819806142029,-68.08012378838768,False
H2O2,19,1.4240625762619312,-148.76406022098593,-148.87377858177808,-0.10971836079215791,-109.71836079215791,-68.5739754950987,False
H2O2,20,1.4302434645128983,-148.76361164498036,-148.87413107970158,-0.11051943472122616,-110.51943472122616,-69.07464670076635,False
H2O2,21,1.4364243527638654,-148.76308135308443,-148.87441280618108,-0.11133145309665338,-111.33145309665338,-69.58215818540836,False
H2O2,22,1.4426052410148322,-148.76247188028213,-148.874626328737,-0.11215444845487355,-112.15444845487355,-70.09653028429597,False
H2O2,23,1.4487861292657993,-148.7617857051916,-148.87477415766597,-0.11298845247435452,-112.98845247435452,-70.61778279647157,False
H2O2,24,1.4549670175167664,-148.76102525171365,-148.87485874754083,-0.11383349582717983,-113.83349582717983,-71.1459348919874,False
H2O2,25,1.4611479057677332,-148.76019289058587,-148.8748824986143,-0.11468960802844208,-114.68960802844208,-71.6810050177763,False
H2O2,26,1.4673287940187003,-148.75929094084802,-148.87484775812908,-0.11555681728106038,-115.55681728106038,-72.22301080066273,False
H2O2,27,1.4735096822696674,-148.75832167122314,-148.87475682154027,-0.11643515031713036,-116.43515031713036,-72.77196894820648,False
H2O2,28,1.4796905705206342,-148.75728730141557,-148.87461193365763,-0.11732463224205958,-117.32463224205958,-73.32789515128724,False
H2O2,29,1.4858714587716013,-148.75619000333708,-148.8744152897037,-0.11822528636662355,-118.22528636662355,-73.89080397913972,False
