molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_0123,11,train,15,500,train,0.00025649129222823366,1,0.00025649129222823366,0.25649129222823364,0.0003457294617295263,0.34572946172952634,0.0008324524521148013,0.8324524521148013,0.001366269770923273,1.366269770923273
CO,MB2_flip_0123,11,test,15,500,train,0.00025649129222823366,1,0.00027342154173450874,0.2734215417345087,0.0003843440886771254,0.3843440886771254,0.0009986127262839872,0.9986127262839872,0.0014548337545963186,1.4548337545963186
