molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_01234,10,train,15,495,train,0.00017368262293865344,1,0.00017368262293865344,0.17368262293865344,0.00021554575715350288,0.21554575715350288,0.0005036232267520702,0.5036232267520702,0.0006800215615603011,0.6800215615603011
CO,MB2_flip_01234,10,test,15,495,train,0.00017368262293865344,1,0.00018481808979400882,0.18481808979400882,0.00023920686472116823,0.23920686472116823,0.0006252538103023175,0.6252538103023175,0.0008038903268907105,0.8038903268907105
