epoch,train_mae_ha,train_mae_mha,test_mae_ha,test_mae_mha,learning_rate,best_epoch,a,b,c
1,0.13876017994925696,138.76017994925695,0.1374934420984618,137.4934420984618,0.02,1,-0.07287945057591697,0.05578943770505031,0.09230849806066514
2,0.0897246760427568,89.7246760427568,0.0884285681144979,88.42856811449789,0.02,2,-0.10701451122394089,0.09032734442099515,0.1263168362900696
3,0.008701865498280255,8.701865498280256,0.008671078832912895,8.671078832912896,0.02,3,-0.14018060716324796,0.12411084538528377,0.15922836639203658
4,0.03877652020678839,38.77652020678838,0.039810558851078474,39.810558851078476,0.02,3,-0.16628079325127162,0.1506582298337621,0.1849852614438125
5,0.044449536909223694,44.449536909223696,0.04543072634717115,45.43072634717115,0.02,3,-0.19035143088145262,0.17430353011980163,0.20778074726309598
6,0.0339434163300821,33.943416330082094,0.034926825018142475,34.92682501814247,0.02,3,-0.21438446280927662,0.1970963978501205,0.22952205499523615
7,0.019001701818451792,19.001701818451792,0.02001398250010321,20.013982500103207,0.02,3,-0.23737812908917813,0.21835764105490824,0.24959087784490017
8,0.008552167841053874,8.552167841053874,0.008941062813776943,8.941062813776943,0.02,8,-0.2580418869002642,0.23714804445207324,0.26715791745963685
9,0.009165003489962497,9.165003489962498,0.008846328153892209,8.846328153892209,0.02,8,-0.2754090750342716,0.252867756959692,0.2817917453542551
10,0.013362098198620156,13.362098198620156,0.012576793020137833,12.576793020137833,0.02,8,-0.2893308616088535,0.2655946515077394,0.2936518267465356
11,0.01654557887368134,16.54557887368134,0.015507003295042053,15.507003295042054,0.02,8,-0.30012750327489346,0.2757295499273428,0.30317482025445913
12,0.0169682125627511,16.9682125627511,0.01588301304764007,15.88301304764007,0.02,8,-0.3082162179550685,0.2837024698380902,0.31080013713308385
13,0.01499848372913049,14.99848372913049,0.014044790953386939,14.044790953386938,0.02,8,-0.31410852502490216,0.2899478589631475,0.31692711854611205
14,0.012114122095207007,12.114122095207007,0.01146013241219437,11.46013241219437,0.02,8,-0.3183578921406644,0.29486562151548945,0.32189709330180577
15,0.009635500512320701,9.635500512320702,0.009294087010787143,9.294087010787143,0.02,8,-0.3213370482817053,0.2987348166142071,0.3259396827064954
16,0.008560722836002786,8.560722836002785,0.00852702244299098,8.52702244299098,0.02,8,-0.3235485498151121,0.30185202324273297,0.3292566319384218
17,0.00880325487382417,8.80325487382417,0.00907164210440569,9.07164210440569,0.02,8,-0.3253197696773971,0.3044209101063307,0.33198292504895843
18,0.009694663395751585,9.694663395751585,0.010208657143730667,10.208657143730667,0.02,8,-0.32688348550077373,0.30659156452871345,0.3342231651226216
19,0.010366795898401919,10.366795898401918,0.010939644187422031,10.939644187422031,0.02,8,-0.328469629310045,0.30849992441753504,0.33605630587199553
20,0.010320119486044492,10.320119486044492,0.010885055146365707,10.885055146365707,0.02,8,-0.33013484815132044,0.3102093641889092,0.33754449877696463
21,0.009758249480642573,9.758249480642572,0.010291436736913908,10.291436736913907,0.02,8,-0.33181281582260236,0.3117307050216858,0.3387484455842662
22,0.009059432469731215,9.059432469731215,0.009446259391516122,9.446259391516122,0.02,8,-0.3334783159416348,0.3130889497794517,0.3397046487964746
23,0.00864359906593179,8.64359906593179,0.008872880659508243,8.872880659508242,0.02,8,-0.3349626258382166,0.31425411790668273,0.3404656012690255
24,0.008543167214176127,8.543167214176128,0.008609516189620496,8.609516189620496,0.02,24,-0.33628964007394896,0.3152559159144205,0.3410663117681206
25,0.00865713480743501,8.65713480743501,0.008622274514126756,8.622274514126756,0.02,24,-0.3373013584340111,0.3160661699159048,0.3415509746255216
26,0.008883988011377913,8.883988011377912,0.008709982132515953,8.709982132515952,0.02,24,-0.33810257287102613,0.31673325411934383,0.3419358101567546
27,0.008980362218134308,8.980362218134308,0.008791396601598691,8.791396601598692,0.02,24,-0.3386049369560207,0.3172474643111141,0.34224874605562394
28,0.008935083584056468,8.935083584056468,0.008746210310735355,8.746210310735355,0.02,24,-0.3388564276741605,0.31763204212605006,0.34250944162154556
29,0.008750795353124306,8.750795353124307,0.00866016830078491,8.66016830078491,0.02,24,-0.33886911992257196,0.31790381503395665,0.3427230645007792
30,0.00862078937138389,8.62078937138389,0.008586136131744611,8.586136131744611,0.02,24,-0.3387922237741801,0.3181118821639937,0.3428874024019799
31,0.00852680255409698,8.52680255409698,0.008595610763639879,8.595610763639879,0.02,31,-0.3386001793833735,0.31825504323216236,0.34301691482373425
32,0.008547057424412268,8.547057424412268,0.008664783238227263,8.664783238227264,0.02,31,-0.3384133010135027,0.3183745861552338,0.3431034666686406
33,0.00858921669352465,8.58921669352465,0.008752942491767534,8.752942491767534,0.02,31,-0.3382927294584817,0.3184943108200964,0.3431446074216806
34,0.008611012126319473,8.611012126319473,0.008828353291882439,8.828353291882438,0.02,31,-0.3382228833302933,0.3186120721803448,0.34315175068647236
35,0.008609387089987826,8.609387089987825,0.008832135582437345,8.832135582437344,0.02,31,-0.33821844225043435,0.31873630893514243,0.34312642795354886
36,0.008571752039017158,8.571752039017158,0.008725556578514749,8.725556578514748,0.02,31,-0.33833046658381377,0.318885907042561,0.343065829880604
37,0.008513133429444066,8.513133429444066,0.00863095673953044,8.630956739530442,0.02,37,-0.33850715101817475,0.31904575193637025,0.34298222910098286
38,0.008474768254952135,8.474768254952135,0.00859261733078739,8.592617330787391,0.02,38,-0.3385923309563704,0.3191705959408817,0.3428929503879628
39,0.008504244334308741,8.50424433430874,0.008551861948490912,8.551861948490911,0.02,38,-0.338677021366477,0.31928814527667165,0.3427940123796566
40,0.008528581663576711,8.52858166357671,0.008519957037641425,8.519957037641424,0.02,38,-0.33871783274130823,0.3193874055391211,0.34268901002529506
41,0.008517696661307299,8.5176966613073,0.008520622579173494,8.520622579173494,0.02,38,-0.3386272737099436,0.3194407382815883,0.3425915174190434
42,0.008492019588361165,8.492019588361165,0.008534751633753113,8.534751633753112,0.02,38,-0.3384778316061797,0.31947254344285536,0.3424923989512277
43,0.008483175965234646,8.483175965234647,0.008532829885618012,8.532829885618012,0.02,38,-0.33838086591241223,0.31952008088592404,0.3423775837261724
44,0.008468217407646994,8.468217407646994,0.008536539017248343,8.536539017248343,0.02,44,-0.3382590841057764,0.319556510312738,0.34226198231119775
45,0.008457135011070862,8.457135011070863,0.008536307937285919,8.536307937285919,0.02,45,-0.3381462961197097,0.31959532069869034,0.3421380022836388
46,0.008441627703979217,8.441627703979217,0.008559685590705478,8.55968559070548,0.02,46,-0.33794079937082494,0.3196010750515803,0.3420217123137971
47,0.008456595430352438,8.456595430352438,0.008574680885527774,8.574680885527775,0.02,46,-0.33776283305853877,0.3196162818211763,0.3418961979038802
48,0.008444436324214951,8.444436324214951,0.008562551711893244,8.562551711893244,0.02,46,-0.33768755615836255,0.3196657542656202,0.34175678344616406
49,0.008417447732963752,8.417447732963751,0.008529670286973386,8.529670286973385,0.02,49,-0.33769170443845337,0.3197412910560526,0.34160779341864744
50,0.008415461154212251,8.41546115421225,0.008520000166488845,8.520000166488845,0.02,50,-0.33759975177116913,0.31978473979964467,0.3414609676146348
51,0.008420419353629067,8.420419353629066,0.008503763339602835,8.503763339602834,0.02,50,-0.33753150583150876,0.31983605898375095,0.34130919185766395
52,0.00843198311844776,8.43198311844776,0.00848127074191479,8.481270741914791,0.02,50,-0.3374861427402335,0.3198953432259953,0.3411524250944108
53,0.008432778499480398,8.432778499480397,0.008468192723445515,8.468192723445515,0.02,50,-0.33739764742298456,0.31994105354295027,0.34099216341266675
54,0.008419722196897088,8.419722196897089,0.008467648736591614,8.467648736591613,0.02,50,-0.33725769964757585,0.3199686320736632,0.34083292803770737
55,0.008379803955890117,8.379803955890116,0.008491797139512024,8.491797139512023,0.02,55,-0.3370200156347433,0.3199598535951901,0.3406816888945497
56,0.008375996770945639,8.375996770945639,0.00849437002535116,8.49437002535116,0.02,56,-0.3368637750503429,0.31998248243913435,0.340517915438612
57,0.008380219500590518,8.380219500590519,0.008498626759189862,8.498626759189863,0.02,56,-0.33669982928596337,0.320002211607593,0.3403526460241171
58,0.008379450138508505,8.379450138508505,0.008497891879637636,8.497891879637637,0.02,56,-0.3365561402302757,0.3200291306994146,0.3401850591765263
59,0.008351593213229348,8.351593213229348,0.008470071199332324,8.470071199332324,0.02,59,-0.3365219174263425,0.3200968862301184,0.34000932389664335
60,0.00835772459364576,8.35772459364576,0.008445946715321725,8.445946715321725,0.02,59,-0.33647108682617044,0.3201588053380187,0.3398314842114074
61,0.008375886693442988,8.375886693442988,0.008415625572508452,8.415625572508452,0.02,59,-0.33644391533577134,0.3202298795618124,0.3396498356828533
62,0.008382605159100978,8.38260515910098,0.008395335949157126,8.395335949157127,0.02,59,-0.3363718426120707,0.3202851208180758,0.33946517751559846
63,0.00836655334085328,8.36655334085328,0.00839587587255711,8.395875872557111,0.02,59,-0.3362153300709287,0.32030608455384346,0.33928635431335646
64,0.00833732060672978,8.33732060672978,0.008408353312191608,8.408353312191608,0.02,64,-0.33600968426871963,0.3203071277678346,0.3391096739664984
65,0.008349329764451192,8.349329764451193,0.008382688673439782,8.382688673439782,0.02,64,-0.3359566733266776,0.320371264579956,0.3389182854428746
66,0.008308317932774815,8.308317932774814,0.008405109644138988,8.405109644138987,0.02,66,-0.3357033375333275,0.3203550414229635,0.3387344502466485
67,0.008313398948530174,8.313398948530175,0.00843217445604666,8.43217445604666,0.02,66,-0.33542923124535506,0.32033063648544846,0.33854905060250484
68,0.008317983156825167,8.317983156825166,0.008436797813722783,8.436797813722784,0.02,66,-0.3352483331513492,0.320344869705008,0.3383573684063131
69,0.008293303668281654,8.293303668281654,0.008412160344486946,8.412160344486946,0.02,69,-0.3351860255397426,0.3204104261470321,0.3381544246190964
70,0.008276241196835477,8.276241196835477,0.008395139014821008,8.395139014821009,0.02,70,-0.3350950494691605,0.3204620004639756,0.3379552094783608
71,0.008265776091901617,8.265776091901618,0.008365707993727238,8.365707993727238,0.02,71,-0.3350528031269339,0.32053593469997727,0.3377483263795034
72,0.008293159697543335,8.293159697543334,0.008324349490262974,8.324349490262975,0.02,71,-0.33505769401027713,0.32063105967585775,0.33753515891884656
73,0.008271954126880584,8.271954126880583,0.00832711268177455,8.32711268177455,0.02,71,-0.3348771189977828,0.32064445230482774,0.33733020556056426
74,0.00827101112001861,8.27101112001861,0.008310914796486843,8.310914796486843,0.02,71,-0.33477251935113816,0.320693302172929,0.3371154428811982
75,0.008260771656609227,8.260771656609228,0.008303156581159135,8.303156581159136,0.02,75,-0.33463322037908205,0.32072545225837007,0.33690275781465573
76,0.008236999967094257,8.236999967094258,0.008307238010870672,8.307238010870671,0.02,76,-0.33444087688926954,0.3207351067861881,0.3366871141587353
77,0.00821348899717351,8.21348899717351,0.008310539811988612,8.310539811988612,0.02,77,-0.33424809504597836,0.32074635289886727,0.3364654261194704
78,0.008222492516861139,8.222492516861138,0.008284233309667084,8.284233309667083,0.02,77,-0.3341818790184772,0.32081536068810623,0.33623823746109727
79,0.008210024348239907,8.210024348239907,0.008277302546602928,8.277302546602929,0.02,79,-0.334033156637677,0.3208452370061803,0.3360135118972274
80,0.008192600113490602,8.192600113490602,0.008274096323094891,8.274096323094891,0.02,80,-0.3338622653037985,0.32086727667141596,0.3357808380121459
81,0.008167536512591356,8.167536512591356,0.008286932326182753,8.286932326182754,0.02,81,-0.3336198484357829,0.3208563974321426,0.3355461462090573
82,0.008163279868489174,8.163279868489173,0.008282725089637856,8.282725089637855,0.02,82,-0.3334535891100555,0.3208809366690068,0.3353102952475378
83,0.008142814271779304,8.142814271779304,0.008260839981504838,8.260839981504839,0.02,83,-0.3333639225817214,0.32094249987954504,0.33507053195034775
84,0.008145521521133896,8.145521521133896,0.00823843049926337,8.23843049926337,0.02,83,-0.3332742203367403,0.3210049999629881,0.3348262687819896
85,0.008165096793086657,8.165096793086658,0.008200243555092381,8.200243555092381,0.02,83,-0.3332501696550599,0.3211018511675351,0.33457398705881836
86,0.008144232303108918,8.144232303108918,0.00819844523700739,8.19844523700739,0.02,83,-0.33306642566702366,0.3211179709873061,0.33432554344721355
87,0.008107027715561098,8.107027715561097,0.008210908562609347,8.210908562609347,0.02,87,-0.33281691653440043,0.32110172030494316,0.3340742986927427
88,0.008088053167543218,8.088053167543219,0.008206699936098483,8.206699936098483,0.02,88,-0.33264067641071016,0.3211225342845251,0.33381973650945246
89,0.008087885024811562,8.087885024811563,0.008207703572232848,8.207703572232848,0.02,89,-0.33243692542257075,0.32113125139769816,0.3335584775145009
90,0.00807407520743735,8.07407520743735,0.008193949098254856,8.193949098254857,0.02,90,-0.33230717737751025,0.3211741764312666,0.33330461962843694
91,0.008060795313004455,8.060795313004455,0.00818072586725563,8.18072586725563,0.02,91,-0.3321714711292433,0.321215087951286,0.3330454874592557
92,0.008046525996285732,8.046525996285732,0.008166514999354179,8.16651499935418,0.02,92,-0.3320369225031981,0.3212586369489079,0.33277975323009146
93,0.008038058413759057,8.038058413759057,0.008158105553180911,8.158105553180912,0.02,93,-0.33187761230725465,0.32128780897459386,0.332515521428969
94,0.008048824261512313,8.048824261512314,0.008108575037165234,8.108575037165235,0.02,93,-0.33190008238251023,0.3214189939988881,0.3322391492910107
95,0.008050140293037158,8.050140293037158,0.008083934960817519,8.083934960817519,0.02,93,-0.331809063459809,0.32148704288322133,0.3319643006428073
96,0.008073633330723017,8.073633330723016,0.008050599310110386,8.050599310110385,0.02,93,-0.3318104875356893,0.3216044165137377,0.3316898298613296
97,0.00805375589653021,8.05375589653021,0.008032801591780632,8.032801591780633,0.02,93,-0.3316300491540379,0.3216237853091152,0.3314069308508727
98,0.007985576769060886,7.985576769060885,0.008068985219191277,8.068985219191276,0.02,98,-0.33125062518556186,0.32153198299078667,0.33112377389319403
99,0.007958663225395523,7.958663225395523,0.008068254658411307,8.068254658411307,0.02,99,-0.33104433749483797,0.32153651130337324,0.3308407046957209
100,0.007947866292858383,7.947866292858383,0.008068354520800618,8.068354520800618,0.02,100,-0.3308360596625516,0.3215388128440678,0.33055809615264053
101,0.007935247666580287,7.935247666580287,0.008055803629258404,8.055803629258405,0.02,101,-0.33068204672592605,0.3215753399836484,0.33026606925868723
102,0.00792213482879452,7.92213482879452,0.008042760301495875,8.042760301495875,0.02,102,-0.33052716444321717,0.3216125656699013,0.32996850644234604
