molecule,model,mean,sd,n,median,se,split
ALL,FE,2.307588960037041,0.7008916024508732,32,2.0231569835181102,0.12390130124242955,train
ALL,FG,3.2112103522887234,1.4662795353031932,32,4.074775916583464,0.25920405063198687,train
ALL,MB-1,1.0023063848285114,1.24395366481307,32,0.5922527660060994,0.21990201796779482,train
ALL,FE,2.3784951093274582,0.6274096363304866,32,2.216860554460151,0.11091140210776819,test
ALL,FG,3.5124670902057815,1.582733064769075,32,4.5186671143707375,0.279790320726595,test
ALL,MB-1,1.046504628012002,1.2727316399663917,32,0.6202251582546217,0.22498929331272777,test
