molecule,model,seed,split,count,best_epoch,checkpoint_selection,best_train_mae_ha,final_test_evaluation_call_count,mae_hartree,mae_mHa,rmse_hartree,rmse_mHa,max_abs_error_hartree,max_abs_error_mHa,signed_error_amplitude_hartree,signed_error_amplitude_mHa
CO,MB2_flip_01,9,train,15,496,train,0.0006803530496667163,1,0.0006803530496667163,0.6803530496667164,0.0008185792656046152,0.8185792656046151,0.0016743377362336553,1.6743377362336553,0.0024401134059130747,2.440113405913075
CO,MB2_flip_01,9,test,15,496,train,0.0006803530496667163,1,0.0007013038383565151,0.7013038383565151,0.0008557845824989994,0.8557845824989994,0.0020169152976887428,2.016915297688743,0.0027794262847734286,2.779426284773429
